experiment_id,group_id,group_name,user_id,timestamp,account_id,account_domain,quote_id,order_id,job_id,partner_id,user_dimensions
billing_profile_confirmation_v2,treatment,treatment,USR0008136,2025-04-09,ACC001248,individuals.com,QT964731896,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0000085,2025-05-10,ACC002836,growth.com,QT806573979,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0013425,2025-04-20,ACC002474,growth.com,QT054387627,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0007852,2025-04-21,ACC001272,growth.com,QT497647889,ORD35870743,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0010683,2025-06-25,ACC000739,growth.com,QT002271500,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0001279,2025-02-15,ACC001963,core.com,QT026322533,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0015810,2025-05-31,ACC002499,growth.com,QT412062178,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0021417,2025-03-21,ACC002399,growth.com,QT398401736,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0002312,2025-04-14,ACC000064,growth.com,QT738370968,ORD47556928,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0012390,2025-02-27,ACC002567,core.com,QT901758807,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0000708,2025-06-09,ACC002576,enterprise.com,QT749394455,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0006945,2025-03-22,ACC001506,enterprise.com,QT886122663,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0005410,2025-02-24,ACC002258,core.com,QT312412936,ORD23791726,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0017970,2025-03-08,ACC000766,core.com,QT120081797,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0022030,2025-04-13,ACC002513,core.com,QT584885313,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0010725,2025-02-15,ACC000721,growth.com,QT721583739,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0024632,2025-03-06,ACC003099,core.com,QT548897332,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0009286,2025-04-24,ACC000254,core.com,QT190902935,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0006369,2025-04-14,ACC002412,growth.com,QT550100046,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0016455,2025-06-15,ACC002621,individuals.com,QT266316952,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0014059,2025-06-11,ACC001763,core.com,QT044087288,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0000839,2025-04-25,ACC002639,core.com,QT367628147,ORD52896539,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0015672,2025-06-03,ACC002340,core.com,QT675161130,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0009802,2025-05-01,ACC001073,individuals.com,QT985273954,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0019589,2025-04-06,ACC002494,individuals.com,QT338103343,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0014342,2025-02-19,ACC002498,enterprise.com,QT572864417,ORD80519001,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0001445,2025-02-18,ACC000777,core.com,QT251236836,ORD28297711,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0005474,2025-05-20,ACC002830,core.com,QT996255468,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0003902,2025-05-11,ACC000474,core.com,QT925458499,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0001884,2025-03-12,ACC002161,core.com,QT743446119,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0022504,2025-06-15,ACC000150,enterprise.com,QT597515050,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0021219,2025-04-05,ACC002548,core.com,QT325186960,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0008856,2025-05-08,ACC001890,core.com,QT691879778,ORD83164911,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0017226,2025-06-12,ACC003119,core.com,QT424669242,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0003777,2025-04-25,ACC002405,core.com,QT247222637,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0000740,2025-04-09,ACC001820,individuals.com,QT738935766,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0008129,2025-06-19,ACC002226,enterprise.com,QT850990563,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0004401,2025-02-25,ACC002943,core.com,QT580147467,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0020192,2025-05-17,ACC000687,individuals.com,QT186349325,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0019213,2025-03-06,ACC002373,core.com,QT543539888,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0010091,2025-02-18,ACC002656,growth.com,QT368040756,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0009369,2025-06-11,ACC001215,growth.com,QT847486065,ORD89497866,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0012800,2025-03-24,ACC000630,individuals.com,QT673419194,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0013466,2025-06-22,ACC002788,individuals.com,QT245968614,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0008038,2025-05-05,ACC001833,core.com,QT194150160,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0024732,2025-03-17,ACC001068,core.com,QT587415854,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0014759,2025-03-13,ACC001428,enterprise.com,QT115498344,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0022852,2025-05-02,ACC001511,core.com,QT445991083,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0001723,2025-06-26,ACC001826,growth.com,QT195342511,ORD24868559,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0018517,2025-02-14,ACC000341,individuals.com,QT191699652,ORD28478987,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0004226,2025-05-20,ACC001339,growth.com,QT029923509,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0015722,2025-06-04,ACC000736,core.com,QT423108397,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0005996,2025-03-10,ACC001242,growth.com,QT977122753,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0016116,2025-05-02,ACC002510,growth.com,QT777921301,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0018034,2025-05-09,ACC001095,growth.com,QT167029986,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0005709,2025-06-23,ACC002282,core.com,QT433697832,ORD29684469,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0011888,2025-04-12,ACC001281,growth.com,QT114356229,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0006597,2025-03-02,ACC001640,enterprise.com,QT613831770,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0021552,2025-06-05,ACC000038,core.com,QT172276021,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0010403,2025-05-08,ACC003001,growth.com,QT998509646,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0009694,2025-02-25,ACC002177,enterprise.com,QT116798103,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0009089,2025-03-20,ACC000458,enterprise.com,QT511101713,ORD05841034,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0019827,2025-02-19,ACC000440,individuals.com,QT672399776,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0015653,2025-04-11,ACC000846,growth.com,QT329473769,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0022788,2025-05-20,ACC002201,individuals.com,QT970919755,ORD48040622,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0002498,2025-06-03,ACC001468,enterprise.com,QT830259825,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0007597,2025-06-21,ACC003006,growth.com,QT480101461,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0019944,2025-05-08,ACC002016,core.com,QT104983101,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0000115,2025-05-16,ACC002651,growth.com,QT315737141,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0015160,2025-06-05,ACC003023,growth.com,QT870218833,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0001545,2025-06-09,ACC001053,core.com,QT590685386,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0024506,2025-04-30,ACC000444,core.com,QT181741928,ORD52106018,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0004509,2025-05-08,ACC002128,core.com,QT407086813,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0020853,2025-02-25,ACC002551,growth.com,QT658806565,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0013389,2025-06-29,ACC001606,individuals.com,QT459781121,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0008641,2025-03-24,ACC001777,growth.com,QT547423102,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0006413,2025-06-03,ACC000639,individuals.com,QT075537578,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0007350,2025-06-01,ACC000483,core.com,QT553989510,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0000381,2025-03-30,ACC001546,core.com,QT577479908,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0001922,2025-03-03,ACC003059,core.com,QT390336734,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0003910,2025-05-18,ACC003107,growth.com,QT834976844,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0002991,2025-04-23,ACC001821,growth.com,QT124478579,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0022252,2025-05-08,ACC002577,individuals.com,QT607221159,ORD49938920,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0006702,2025-06-29,ACC002348,core.com,QT218010437,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0014392,2025-03-18,ACC000141,growth.com,QT303277938,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0021559,2025-06-26,ACC002621,individuals.com,QT299904527,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0001773,2025-02-20,ACC000424,growth.com,QT988089542,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0022216,2025-06-06,ACC000743,core.com,QT088245308,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0011150,2025-02-19,ACC002221,growth.com,QT840135978,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0007660,2025-05-03,ACC001179,core.com,QT636341852,ORD89248113,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0000982,2025-06-07,ACC000420,enterprise.com,QT624589763,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0000141,2025-04-10,ACC000721,growth.com,QT149540877,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0024217,2025-05-12,ACC000364,enterprise.com,QT303219163,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0006510,2025-04-16,ACC002691,growth.com,QT242688194,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0016114,2025-03-07,ACC000686,growth.com,QT737001295,ORD01954885,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0022781,2025-03-12,ACC002339,core.com,QT691330321,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0005253,2025-05-15,ACC002748,growth.com,QT932793376,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0001159,2025-06-09,ACC002327,core.com,QT423165399,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0004320,2025-06-13,ACC002974,growth.com,QT293888111,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0010834,2025-06-13,ACC001983,core.com,QT274752325,ORD89700976,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0001072,2025-05-22,ACC000297,enterprise.com,QT779198682,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0012523,2025-04-09,ACC000642,core.com,QT751223397,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0002750,2025-04-07,ACC001068,core.com,QT238491840,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0003290,2025-03-09,ACC002451,enterprise.com,QT421139967,ORD82431331,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0006839,2025-03-26,ACC002721,enterprise.com,QT714205295,ORD00215809,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0012976,2025-04-30,ACC001289,growth.com,QT014335068,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0015077,2025-04-16,ACC000466,growth.com,QT745490810,ORD60047090,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0017990,2025-04-01,ACC000185,enterprise.com,QT046439005,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0017407,2025-05-13,ACC001010,enterprise.com,QT097580664,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0021198,2025-04-22,ACC001189,enterprise.com,QT970155863,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0022182,2025-03-14,ACC000814,core.com,QT362895612,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0007294,2025-03-23,ACC003004,core.com,QT262874899,ORD06725849,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0017153,2025-06-29,ACC002650,individuals.com,QT793725787,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0009606,2025-03-05,ACC001182,core.com,QT113357125,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0016196,2025-05-23,ACC002788,individuals.com,QT126503528,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0017592,2025-06-21,ACC001351,enterprise.com,QT432097208,ORD32413226,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0019648,2025-05-05,ACC000408,core.com,QT345215551,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0001672,2025-04-09,ACC000526,individuals.com,QT206945278,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0002635,2025-03-13,ACC001980,individuals.com,QT549509900,ORD09840238,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0005087,2025-03-12,ACC002326,core.com,QT159005151,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0015204,2025-03-04,ACC001883,enterprise.com,QT387190332,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0005788,2025-04-26,ACC001703,growth.com,QT746213906,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0010697,2025-04-10,ACC002230,core.com,QT504731407,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0017393,2025-03-22,ACC000041,enterprise.com,QT122365794,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0007907,2025-05-25,ACC001527,growth.com,QT548024300,ORD33305825,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0001536,2025-02-24,ACC001635,growth.com,QT010296036,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0022904,2025-04-08,ACC001068,core.com,QT863654361,ORD78297738,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0001658,2025-05-01,ACC000888,core.com,QT312538468,ORD36253547,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0018504,2025-03-04,ACC001495,growth.com,QT943636955,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0003919,2025-05-18,ACC003002,core.com,QT991670120,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0013243,2025-03-14,ACC000368,core.com,QT226152143,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0014285,2025-03-17,ACC002416,core.com,QT048827431,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0015569,2025-04-13,ACC001822,growth.com,QT970881629,ORD64057025,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0011816,2025-03-05,ACC001626,growth.com,QT105007933,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0023430,2025-06-27,ACC003111,core.com,QT793023437,ORD14034974,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0008119,2025-04-24,ACC000412,core.com,QT378256065,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0015208,2025-06-03,ACC001636,growth.com,QT471849412,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0020928,2025-04-22,ACC003017,core.com,QT168589261,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0012162,2025-04-19,ACC000902,core.com,QT881233981,ORD82524413,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0001409,2025-03-25,ACC002240,core.com,QT447228902,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0020190,2025-05-19,ACC001158,growth.com,QT723442507,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0011533,2025-04-13,ACC003121,core.com,QT964163861,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0011412,2025-03-28,ACC001766,individuals.com,QT838026578,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0012778,2025-05-26,ACC000047,core.com,QT453718343,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0023422,2025-05-26,ACC000914,individuals.com,QT540227883,ORD39024220,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0016597,2025-03-19,ACC000271,core.com,QT217620770,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0006155,2025-05-08,ACC000185,enterprise.com,QT530479281,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0024084,2025-06-01,ACC000744,growth.com,QT458852993,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0016046,2025-05-17,ACC000331,core.com,QT884924048,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0005593,2025-06-22,ACC000827,core.com,QT788358025,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0008901,2025-05-15,ACC002388,enterprise.com,QT474516145,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0024479,2025-06-20,ACC000472,core.com,QT600731411,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0024137,2025-03-25,ACC001094,growth.com,QT527990925,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0011537,2025-05-30,ACC001827,growth.com,QT453264222,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0009998,2025-05-26,ACC002872,core.com,QT747680505,ORD09679358,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0002104,2025-05-13,ACC000356,enterprise.com,QT032343952,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0013629,2025-06-04,ACC001093,core.com,QT012013111,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0013559,2025-03-04,ACC001092,core.com,QT317066626,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0014340,2025-04-23,ACC001876,core.com,QT924725547,ORD38804805,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0005565,2025-03-04,ACC001244,growth.com,QT667400248,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0007566,2025-05-02,ACC002822,core.com,QT274351336,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0003402,2025-02-15,ACC002169,growth.com,QT065256182,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0002332,2025-03-01,ACC001392,core.com,QT070555067,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0007919,2025-06-13,ACC001120,enterprise.com,QT264232137,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0008613,2025-03-13,ACC001231,growth.com,QT131019883,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0022468,2025-03-29,ACC001993,core.com,QT593636636,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0023368,2025-05-05,ACC001302,enterprise.com,QT601580697,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0022105,2025-06-18,ACC001626,growth.com,QT204074120,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0007422,2025-04-16,ACC002430,enterprise.com,QT647289039,ORD61132621,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0014947,2025-02-20,ACC002336,individuals.com,QT512522511,ORD11762916,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0013886,2025-06-11,ACC000091,enterprise.com,QT679014024,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0008196,2025-05-03,ACC002082,enterprise.com,QT962114713,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0018829,2025-03-22,ACC000567,core.com,QT236130057,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0000483,2025-04-30,ACC002077,core.com,QT213126935,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0017670,2025-06-13,ACC001075,core.com,QT233694023,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0001713,2025-06-23,ACC002004,core.com,QT025635606,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0010880,2025-03-12,ACC002107,individuals.com,QT620784162,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0023399,2025-03-07,ACC002751,enterprise.com,QT939206969,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0014035,2025-05-03,ACC001354,individuals.com,QT382015798,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0018000,2025-04-04,ACC000740,core.com,QT682970403,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0022946,2025-03-10,ACC001972,enterprise.com,QT092374447,ORD78537950,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0024536,2025-06-14,ACC001596,core.com,QT538079303,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0024781,2025-04-24,ACC000559,growth.com,QT107183299,ORD54795567,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0014925,2025-04-25,ACC003062,core.com,QT878315139,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0017211,2025-03-23,ACC001911,core.com,QT269627775,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0021438,2025-02-19,ACC000578,individuals.com,QT365732530,ORD45418565,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0020963,2025-04-09,ACC001661,growth.com,QT459886661,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0011746,2025-05-30,ACC002206,enterprise.com,QT738997685,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0014282,2025-06-13,ACC000570,core.com,QT830052962,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0004763,2025-04-29,ACC001615,core.com,QT560841205,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0023991,2025-06-26,ACC002450,enterprise.com,QT771955791,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0014019,2025-05-25,ACC002804,core.com,QT914860122,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0002317,2025-02-20,ACC001841,growth.com,QT135340444,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0002999,2025-03-18,ACC002537,growth.com,QT966183064,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0016570,2025-03-27,ACC000384,growth.com,QT886764915,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0021380,2025-06-23,ACC001358,enterprise.com,QT630427221,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0011012,2025-02-27,ACC001158,growth.com,QT850308447,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0006994,2025-02-28,ACC003074,individuals.com,QT660328886,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0006258,2025-04-27,ACC000406,core.com,QT002235031,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0020624,2025-04-14,ACC001587,growth.com,QT078058841,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0020145,2025-05-23,ACC000627,core.com,QT586063576,ORD11495781,,,"{""segment"":""Core""}"
