item_id,transaction_id,sku,product_name,category,quantity,unit_price
PITM_00404,TXN_00160,SKU-5227,Note,Tools,2,73.89
PITM_00405,TXN_00161,SKU-1495,Increase,Tools,3,41.26
PITM_00406,TXN_00161,SKU-6758,Newspaper,Tools,1,43.03
PITM_00407,TXN_00161,SKU-3798,Care,Tools,4,41.9
PITM_00408,TXN_00162,SKU-2752,Should,Tools,5,13.23
PITM_00409,TXN_00162,SKU-2162,Dog,Tools,3,49.49
PITM_00410,TXN_00163,SKU-9977,They,Tools,2,54.67
PITM_00411,TXN_00163,SKU-7288,About,Tools,2,82.91
PITM_00412,TXN_00163,SKU-8063,Something,Tools,1,32.26
PITM_00413,TXN_00163,SKU-6606,Agency,Tools,4,50.38
PITM_00414,TXN_00164,SKU-2873,Fire,Tools,5,71.94
PITM_00415,TXN_00165,SKU-7648,Major,Tools,2,29.64
PITM_00416,TXN_00165,SKU-7208,Report,Tools,1,52.86
PITM_00417,TXN_00165,SKU-2007,Serve,Tools,3,44.54
PITM_00418,TXN_00165,SKU-3276,Off,Tools,1,22.41
PITM_00419,TXN_00166,SKU-8326,Language,Tools,5,28.32
PITM_00420,TXN_00166,SKU-6187,Night,Tools,2,21.45
PITM_00421,TXN_00166,SKU-5989,Hundred,Tools,3,50.62
PITM_00422,TXN_00166,SKU-6640,Than,Tools,4,62.42
PITM_00423,TXN_00167,SKU-2022,Drug,Tools,2,73.2
PITM_00424,TXN_00167,SKU-1870,End,Tools,3,77.09
PITM_00425,TXN_00167,SKU-6885,Magazine,Tools,1,61.27
PITM_00426,TXN_00167,SKU-1510,Half,Tools,1,73.9
PITM_00427,TXN_00168,SKU-7652,Clear,Tools,3,61.94
PITM_00428,TXN_00168,SKU-4460,Fact,Tools,4,39.82
PITM_00429,TXN_00168,SKU-4083,Current,Tools,2,42.99
PITM_00430,TXN_00168,SKU-6902,Write,Tools,5,35.77
PITM_00431,TXN_00169,SKU-1257,Type,Tools,2,5.93
PITM_00432,TXN_00169,SKU-8974,Share,Tools,2,62.71
PITM_00433,TXN_00170,SKU-7974,Southern,Tools,4,76.49
PITM_00434,TXN_00170,SKU-9346,Budget,Tools,5,19.38
PITM_00435,TXN_00170,SKU-8373,Almost,Tools,4,49.16
PITM_00436,TXN_00170,SKU-4044,Table,Tools,4,33.42
PITM_00437,TXN_00171,SKU-5411,Recent,Tools,2,61.97
PITM_00438,TXN_00171,SKU-7012,Kind,Tools,4,79.13
PITM_00439,TXN_00171,SKU-8917,Possible,Tools,1,83.26
PITM_00440,TXN_00171,SKU-8889,Space,Tools,3,14.05
PITM_00441,TXN_00172,SKU-9574,Would,Tools,4,46.36
PITM_00442,TXN_00172,SKU-8740,Use,Tools,5,12.08
PITM_00443,TXN_00172,SKU-9834,Visit,Tools,1,59.73
PITM_00444,TXN_00173,SKU-8681,Admit,Tools,5,67.28
PITM_00445,TXN_00173,SKU-8687,Effect,Tools,4,46.01
PITM_00446,TXN_00173,SKU-7897,Design,Tools,5,63.71
PITM_00447,TXN_00174,SKU-5267,Audience,Tools,5,64.95
PITM_00448,TXN_00175,SKU-1447,Blood,Tools,3,69.71
PITM_00449,TXN_00176,SKU-5603,Phone,Tools,3,25.16
PITM_00450,TXN_00177,SKU-3476,Along,Tools,5,18.97
PITM_00451,TXN_00178,SKU-9640,Likely,Tools,4,19.46
PITM_00452,TXN_00178,SKU-2382,Piece,Tools,1,32.43
PITM_00453,TXN_00179,SKU-4898,Remember,Tools,4,66.63
PITM_00454,TXN_00179,SKU-3740,Score,Tools,4,63.08
PITM_00455,TXN_00179,SKU-6653,Turn,Tools,2,51.22
PITM_00456,TXN_00179,SKU-2900,Anything,Tools,1,56.38
PITM_00457,TXN_00180,SKU-9724,Election,Tools,3,43.1
PITM_00458,TXN_00180,SKU-7390,Sit,Tools,2,35.38
PITM_00459,TXN_00180,SKU-9690,Another,Tools,4,26.01
PITM_00460,TXN_00180,SKU-8353,Interest,Tools,4,5.95
PITM_00461,TXN_00181,SKU-6797,Leg,Tools,1,78.42
PITM_00462,TXN_00182,SKU-2610,East,Tools,3,26.63
PITM_00463,TXN_00182,SKU-7408,Notice,Tools,3,57.35
PITM_00464,TXN_00182,SKU-4961,Director,Tools,4,66.85
PITM_00465,TXN_00183,SKU-1138,Somebody,Tools,3,48.81
PITM_00466,TXN_00183,SKU-2600,Treat,Tools,1,5.96
PITM_00467,TXN_00184,SKU-1388,Stand,Tools,3,20.45
PITM_00468,TXN_00184,SKU-4552,Arrive,Tools,5,12.36
PITM_00469,TXN_00184,SKU-2965,Challenge,Tools,5,56.05
PITM_00470,TXN_00185,SKU-5150,Most,Tools,1,60.65
PITM_00471,TXN_00185,SKU-2240,Figure,Tools,3,42.36
PITM_00472,TXN_00186,SKU-2212,East,Tools,3,17.96
PITM_00473,TXN_00186,SKU-7271,Team,Tools,3,67.17
PITM_00474,TXN_00186,SKU-1984,Whom,Tools,4,31.61
PITM_00475,TXN_00187,SKU-4287,Sign,Tools,4,83.35
PITM_00476,TXN_00188,SKU-8065,Parent,Tools,2,48.25
PITM_00477,TXN_00189,SKU-2194,From,Tools,3,13.26
PITM_00478,TXN_00189,SKU-5105,Participant,Tools,1,50.71
PITM_00479,TXN_00189,SKU-9154,Piece,Tools,4,6.5
PITM_00480,TXN_00189,SKU-1014,Spring,Tools,2,57.23
PITM_00481,TXN_00190,SKU-9444,Remember,Tools,4,50.97
PITM_00482,TXN_00190,SKU-7617,Tell,Tools,4,43.25
PITM_00483,TXN_00190,SKU-1054,Full,Tools,1,48.21
PITM_00484,TXN_00191,SKU-7563,Economic,Tools,3,59.55
PITM_00485,TXN_00191,SKU-2485,Five,Tools,1,55.58
PITM_00486,TXN_00191,SKU-6571,Under,Tools,3,47.77
PITM_00487,TXN_00192,SKU-1644,Character,Tools,2,19.13
PITM_00488,TXN_00192,SKU-5896,Recent,Tools,4,57.86
PITM_00489,TXN_00192,SKU-6886,Near,Tools,4,76.72
PITM_00490,TXN_00193,SKU-1415,Do,Tools,2,7.86
PITM_00491,TXN_00193,SKU-7369,Job,Tools,5,24.08
PITM_00492,TXN_00194,SKU-8361,First,Tools,5,82.2
PITM_00493,TXN_00194,SKU-1918,Face,Tools,1,7.96
PITM_00494,TXN_00194,SKU-1701,Ask,Tools,3,68.02
PITM_00495,TXN_00194,SKU-9570,Onto,Tools,4,14.45
PITM_00496,TXN_00195,SKU-3319,Perhaps,Tools,1,7.95
PITM_00497,TXN_00195,SKU-8720,Until,Tools,4,57.31
PITM_00498,TXN_00196,SKU-1818,Simple,Tools,1,18.78
PITM_00499,TXN_00196,SKU-2594,Which,Tools,3,70.66
PITM_00500,TXN_00197,SKU-4613,Continue,Tools,1,14.13
PITM_00501,TXN_00198,SKU-9943,Produce,Tools,3,14.66
PITM_00502,TXN_00198,SKU-4493,Respond,Tools,2,30.73
PITM_00503,TXN_00198,SKU-6496,Late,Tools,1,52.45
PITM_00504,TXN_00198,SKU-3314,Only,Tools,1,14.66
PITM_00505,TXN_00199,SKU-1666,Mission,Tools,4,24.49
PITM_00506,TXN_00199,SKU-7162,Anyone,Tools,2,13.0
PITM_00507,TXN_00200,SKU-2460,Guy,Tools,1,19.35
