store_id,store_name,open_date,store_size_sqft,population_density,location_zip,risk_tier,region,state,format_type
ST-03989,Dollar Tree #3989,2003-10-21,9770,282.2,57838,Low,Mid-Atlantic,NY,Plus
ST-03990,Dollar Tree #3990,2013-08-20,12938,11710.1,97727,Low,Northeast,CO,Standard
ST-03991,Dollar Tree #3991,2011-02-19,7070,745.4,83708,Low,West,CT,Combo
ST-03992,Dollar Tree #3992,2011-03-08,7858,8519.4,84069,Medium,Northeast,AR,Standard
ST-03993,Dollar Tree #3993,2018-11-28,7619,9096.6,86741,Medium,West,OH,Plus
ST-03994,Dollar Tree #3994,2003-06-18,13902,11267.3,58752,Medium,Northeast,FL,Plus
ST-03995,Dollar Tree #3995,2006-10-21,9634,1182.7,88845,Low,Northeast,NV,Plus
ST-03996,Dollar Tree #3996,2010-08-10,11701,10338.7,50602,Low,Midwest,SC,Plus
ST-03997,Dollar Tree #3997,2007-10-14,7298,4748.7,55328,Medium,Northeast,WI,Plus
ST-03998,Dollar Tree #3998,2007-12-03,7456,3744.5,85380,Medium,Mid-Atlantic,IN,Standard
ST-03999,Dollar Tree #3999,2024-11-14,11802,9515.0,72916,Low,Midwest,MI,Standard
ST-04000,Dollar Tree #4000,2020-05-07,11158,10623.4,49885,Medium,Southwest,WI,Plus
ST-04001,Dollar Tree #4001,2005-10-28,9083,4470.5,24459,Medium,Southwest,IA,Combo
ST-04002,Dollar Tree #4002,2009-04-17,13098,8180.9,15637,Low,West,NM,Plus
ST-04003,Dollar Tree #4003,2001-04-09,13602,6500.5,12459,High,Midwest,PA,Standard
ST-04004,Dollar Tree #4004,2015-10-28,9430,11539.9,92114,Low,Mid-Atlantic,CA,Plus
ST-04005,Dollar Tree #4005,2009-01-20,6539,5143.6,56443,Medium,Southeast,MO,Plus
ST-04006,Dollar Tree #4006,2004-05-06,9321,4706.9,28143,Low,Midwest,NC,Plus
ST-04007,Dollar Tree #4007,2004-01-08,9379,9426.3,40268,Low,West,IA,Standard
ST-04008,Dollar Tree #4008,2022-05-27,11157,11699.6,23140,High,Midwest,PA,Plus
ST-04009,Dollar Tree #4009,2007-02-23,6931,9075.3,34162,Low,Southwest,MI,Standard
ST-04010,Dollar Tree #4010,2008-08-28,8689,5169.0,11670,Low,Mid-Atlantic,FL,Plus
ST-04011,Dollar Tree #4011,2008-03-20,12530,2828.7,53248,Medium,West,CT,Standard
ST-04012,Dollar Tree #4012,2014-05-06,7293,6987.5,93541,Low,Mid-Atlantic,IA,Standard
ST-04013,Dollar Tree #4013,2019-07-22,9403,10956.8,73084,Medium,Northeast,NJ,Standard
ST-04014,Dollar Tree #4014,2019-01-26,7382,2160.7,31433,High,Midwest,IN,Combo
ST-04015,Dollar Tree #4015,2024-04-13,8657,325.1,36580,Low,West,AL,Standard
ST-04016,Dollar Tree #4016,2018-01-23,13957,7706.6,66665,Medium,Southwest,TN,Standard
ST-04017,Dollar Tree #4017,2020-05-10,7193,5529.0,74079,Low,Mid-Atlantic,OR,Standard
ST-04018,Dollar Tree #4018,2010-05-22,13686,819.5,47242,Low,Mid-Atlantic,GA,Standard
ST-04019,Dollar Tree #4019,2012-10-16,10904,1894.6,18017,High,Southwest,IN,Standard
ST-04020,Dollar Tree #4020,2008-10-08,11095,2518.1,40303,High,West,AZ,Plus
ST-04021,Dollar Tree #4021,2000-05-11,12993,2701.7,98063,Medium,Southeast,MS,Combo
ST-04022,Dollar Tree #4022,2011-03-17,9840,6783.6,39154,Medium,Southwest,IL,Standard
ST-04023,Dollar Tree #4023,2016-02-08,8017,432.4,73098,Low,Midwest,VA,Standard
ST-04024,Dollar Tree #4024,2020-11-07,6413,2333.3,40146,Medium,Midwest,NY,Standard
ST-04025,Dollar Tree #4025,2004-05-25,9896,11214.2,12836,High,West,SC,Standard
ST-04026,Dollar Tree #4026,2006-12-27,9757,2055.9,41683,Low,Midwest,CA,Standard
ST-04027,Dollar Tree #4027,2002-07-02,7028,3132.7,27310,Medium,Northeast,AR,Standard
ST-04028,Dollar Tree #4028,2015-12-03,8995,11377.1,52502,Medium,Southwest,CA,Plus
ST-04029,Dollar Tree #4029,2008-11-23,6428,3425.9,29963,High,Mid-Atlantic,OK,Standard
ST-04030,Dollar Tree #4030,2010-07-10,6583,1128.6,91349,Low,Midwest,AR,Standard
ST-04031,Dollar Tree #4031,2002-03-11,7905,6226.2,14665,Medium,West,FL,Plus
ST-04032,Dollar Tree #4032,2002-04-27,12002,11689.9,55253,Low,Midwest,OR,Combo
ST-04033,Dollar Tree #4033,2007-12-23,8540,7412.6,43282,Low,West,OR,Plus
ST-04034,Dollar Tree #4034,2003-06-23,10073,10328.2,51164,Medium,Southwest,NY,Plus
ST-04035,Dollar Tree #4035,2013-04-06,13854,6276.2,95143,Low,Midwest,TN,Standard
ST-04036,Dollar Tree #4036,2000-07-04,12102,5044.1,19756,High,Mid-Atlantic,KS,Plus
ST-04037,Dollar Tree #4037,2021-06-23,9543,3001.9,27225,Low,Northeast,IN,Plus
ST-04038,Dollar Tree #4038,2002-06-02,8368,2015.3,51208,Medium,West,OK,Plus
ST-04039,Dollar Tree #4039,2016-06-22,11342,5156.3,68378,Medium,Northeast,MI,Standard
ST-04040,Dollar Tree #4040,2021-04-23,13899,5185.0,76215,Low,Mid-Atlantic,IA,Plus
ST-04041,Dollar Tree #4041,2001-02-02,6644,11014.2,64735,High,Northeast,KS,Standard
ST-04042,Dollar Tree #4042,2023-04-20,7218,5930.0,77298,Medium,West,SC,Standard
ST-04043,Dollar Tree #4043,2017-10-07,6313,3516.4,61214,High,Northeast,AZ,Standard
ST-04044,Dollar Tree #4044,2017-09-04,9339,11609.2,72014,High,West,CT,Standard
ST-04045,Dollar Tree #4045,2002-09-27,11611,4368.0,65111,Medium,Northeast,NJ,Combo
ST-04046,Dollar Tree #4046,2001-11-19,9127,4142.0,62462,Medium,West,IA,Standard
ST-04047,Dollar Tree #4047,2012-08-06,10292,604.4,72805,Low,Mid-Atlantic,MO,Standard
ST-04048,Dollar Tree #4048,2000-12-21,10538,1524.7,97656,Medium,Southwest,PA,Combo
ST-04049,Dollar Tree #4049,2006-08-07,8881,5155.7,12325,Medium,West,GA,Combo
ST-04050,Dollar Tree #4050,2023-12-25,6235,11521.2,39090,Low,Southwest,CO,Plus
ST-04051,Dollar Tree #4051,2016-10-19,11151,11866.0,58657,Low,Mid-Atlantic,NC,Standard
ST-04052,Dollar Tree #4052,2009-10-18,7674,5057.5,20411,Medium,Southwest,MO,Standard
ST-04053,Dollar Tree #4053,2018-01-14,9104,6416.9,64769,Medium,Midwest,FL,Plus
ST-04054,Dollar Tree #4054,2010-08-04,6688,5214.8,56441,Medium,Northeast,NJ,Combo
ST-04055,Dollar Tree #4055,2019-06-27,9294,2645.3,49802,Low,Northeast,WI,Standard
ST-04056,Dollar Tree #4056,2020-11-15,7716,7145.1,29208,Low,Mid-Atlantic,CA,Standard
ST-04057,Dollar Tree #4057,2011-09-27,13875,4284.0,53421,Low,Southeast,IA,Plus
ST-04058,Dollar Tree #4058,2022-08-16,12509,3055.1,98736,Low,Northeast,AZ,Plus
ST-04059,Dollar Tree #4059,2022-09-16,6886,7184.5,31087,Medium,Northeast,NJ,Standard
ST-04060,Dollar Tree #4060,2017-08-22,7259,348.9,23565,Low,Midwest,OK,Standard
ST-04061,Dollar Tree #4061,2004-06-27,8376,4176.8,13116,High,Northeast,VA,Standard
ST-04062,Dollar Tree #4062,2018-01-17,12097,8695.1,97268,Medium,West,NM,Plus
ST-04063,Dollar Tree #4063,2006-10-28,10063,4937.2,70063,Low,West,WI,Plus
ST-04064,Dollar Tree #4064,2004-05-13,6797,4822.4,11728,Low,Midwest,GA,Plus
ST-04065,Dollar Tree #4065,2007-11-02,6225,552.9,20416,Medium,Southeast,VA,Standard
ST-04066,Dollar Tree #4066,2019-05-20,13674,2867.1,12327,Medium,Mid-Atlantic,OR,Standard
ST-04067,Dollar Tree #4067,2003-08-19,10639,11548.9,64103,Medium,Midwest,TN,Plus
ST-04068,Dollar Tree #4068,2004-09-20,10067,8379.6,57084,Low,West,CO,Plus
ST-04069,Dollar Tree #4069,2005-03-11,7271,5537.6,52900,High,Southwest,CA,Standard
ST-04070,Dollar Tree #4070,2005-03-08,6306,1729.7,47613,Low,Midwest,AZ,Combo
ST-04071,Dollar Tree #4071,2014-08-28,12946,11712.0,23380,Low,Midwest,FL,Combo
ST-04072,Dollar Tree #4072,2011-09-19,12034,713.1,44392,Low,West,KS,Combo
ST-04073,Dollar Tree #4073,2005-09-01,8759,1019.5,62762,Medium,Northeast,OR,Plus
ST-04074,Dollar Tree #4074,2003-03-07,10744,1699.7,79101,Medium,Midwest,IA,Standard
ST-04075,Dollar Tree #4075,2015-11-20,6275,7087.7,60019,Low,Southwest,FL,Standard
ST-04076,Dollar Tree #4076,2004-08-13,11009,4010.9,82306,Medium,Midwest,MI,Standard
ST-04077,Dollar Tree #4077,2000-03-06,12547,11729.6,82787,Low,Midwest,SC,Plus
ST-04078,Dollar Tree #4078,2012-04-24,6577,3082.9,70488,Low,Southwest,FL,Standard
ST-04079,Dollar Tree #4079,2011-01-08,13725,1069.3,24401,Medium,Northeast,OR,Standard
ST-04080,Dollar Tree #4080,2012-11-13,11171,7128.5,25962,Medium,Northeast,CO,Standard
ST-04081,Dollar Tree #4081,2021-10-14,6052,4722.2,13212,Medium,Southwest,NM,Standard
ST-04082,Dollar Tree #4082,2016-10-27,12097,1664.9,23360,Medium,West,PA,Combo
ST-04083,Dollar Tree #4083,2010-07-22,11542,7271.1,49816,High,Southwest,TN,Plus
ST-04084,Dollar Tree #4084,2017-11-25,7731,3615.7,15933,Low,Midwest,FL,Standard
ST-04085,Dollar Tree #4085,2002-04-25,6571,6284.9,24531,Medium,Mid-Atlantic,NY,Standard
ST-04086,Dollar Tree #4086,2000-06-03,11713,8505.7,30522,Medium,Mid-Atlantic,NY,Plus
ST-04087,Dollar Tree #4087,2018-11-01,8537,3879.5,15053,Medium,Midwest,TN,Standard
ST-04088,Dollar Tree #4088,2018-12-09,12491,763.6,60645,Medium,Northeast,MI,Combo
ST-04089,Dollar Tree #4089,2016-08-17,7742,1016.7,35943,Low,Midwest,MS,Standard
ST-04090,Dollar Tree #4090,2024-07-09,8578,5790.9,29984,Medium,Midwest,OK,Plus
ST-04091,Dollar Tree #4091,2019-05-26,6447,5568.9,45091,Low,Southeast,IL,Plus
ST-04092,Dollar Tree #4092,2008-05-20,11139,7051.4,78847,Medium,Northeast,CO,Standard
ST-04093,Dollar Tree #4093,2007-10-04,11800,2899.4,90592,Medium,Northeast,OH,Combo
ST-04094,Dollar Tree #4094,2012-05-03,6035,10034.8,12217,Low,Southeast,TN,Plus
ST-04095,Dollar Tree #4095,2011-04-03,11757,7821.7,15960,Medium,Southwest,NM,Plus
ST-04096,Dollar Tree #4096,2007-02-22,12852,627.2,13507,Medium,West,AZ,Combo
ST-04097,Dollar Tree #4097,2010-05-14,12445,1316.5,52220,Low,Southwest,CA,Plus
ST-04098,Dollar Tree #4098,2009-01-02,8301,5401.6,78295,Medium,Southwest,CO,Standard
ST-04099,Dollar Tree #4099,2017-07-25,11206,7706.6,78003,Medium,Midwest,WI,Standard
ST-04100,Dollar Tree #4100,2016-02-15,6099,10798.6,42303,Medium,Northeast,TX,Standard
ST-04101,Dollar Tree #4101,2014-08-01,12172,1047.4,73738,Low,Mid-Atlantic,MO,Standard
ST-04102,Dollar Tree #4102,2018-05-20,7616,9745.5,14846,Medium,West,NY,Standard
ST-04103,Dollar Tree #4103,2002-08-04,10700,8501.1,65459,Low,Northeast,NC,Plus
ST-04104,Dollar Tree #4104,2000-03-03,8195,3582.0,21289,Medium,Midwest,KS,Plus
ST-04105,Dollar Tree #4105,2013-08-09,7863,2941.9,97239,High,West,MI,Combo
ST-04106,Dollar Tree #4106,2018-12-14,11745,11122.3,59024,Low,Southeast,AL,Standard
ST-04107,Dollar Tree #4107,2015-11-01,12705,2691.2,40688,Medium,Southeast,NM,Standard
ST-04108,Dollar Tree #4108,2024-01-10,11056,8397.8,86764,Medium,Southeast,AZ,Combo
ST-04109,Dollar Tree #4109,2012-06-07,11892,4753.8,24636,High,West,MO,Combo
ST-04110,Dollar Tree #4110,2014-04-04,9722,2754.2,84439,Medium,Southwest,OR,Standard
ST-04111,Dollar Tree #4111,2008-09-16,11879,8728.7,35700,High,West,AR,Standard
ST-04112,Dollar Tree #4112,2016-07-28,8699,11643.0,41929,Medium,Southeast,KS,Plus
ST-04113,Dollar Tree #4113,2021-07-18,9712,8032.6,44180,High,Northeast,NM,Standard
ST-04114,Dollar Tree #4114,2008-10-07,12480,1667.5,73124,Medium,Southwest,IN,Standard
ST-04115,Dollar Tree #4115,2013-01-12,8980,6798.7,23273,Medium,Southeast,AR,Standard
ST-04116,Dollar Tree #4116,2014-10-05,6970,10593.9,25916,Medium,Southeast,VA,Standard
ST-04117,Dollar Tree #4117,2012-12-26,10812,6776.0,34638,Medium,Midwest,AZ,Standard
ST-04118,Dollar Tree #4118,2012-04-27,10854,6514.4,88114,Medium,Northeast,NY,Standard
ST-04119,Dollar Tree #4119,2021-11-21,8684,4455.3,10642,Low,West,OR,Standard
ST-04120,Dollar Tree #4120,2008-11-05,9894,8408.2,22983,High,West,AZ,Plus
ST-04121,Dollar Tree #4121,2023-10-05,8966,4001.4,89211,High,Northeast,VA,Standard
ST-04122,Dollar Tree #4122,2019-03-13,6439,283.6,97400,Low,Northeast,OK,Combo
ST-04123,Dollar Tree #4123,2001-02-27,8676,5204.8,64431,Low,West,IN,Standard
ST-04124,Dollar Tree #4124,2017-05-26,8067,11621.7,91721,High,West,FL,Standard
ST-04125,Dollar Tree #4125,2002-04-01,6384,8136.5,82881,Medium,Southeast,KY,Standard
ST-04126,Dollar Tree #4126,2016-05-22,13958,4630.5,85099,Medium,Northeast,IA,Combo
ST-04127,Dollar Tree #4127,2021-12-27,10593,10261.8,72661,Low,Southeast,OK,Standard
ST-04128,Dollar Tree #4128,2002-01-09,11450,3296.3,26366,Medium,Mid-Atlantic,NV,Plus
ST-04129,Dollar Tree #4129,2020-04-21,9380,10301.7,57553,Medium,Mid-Atlantic,TN,Standard
ST-04130,Dollar Tree #4130,2019-03-05,6588,9310.8,79508,Medium,Southeast,NV,Standard
ST-04131,Dollar Tree #4131,2000-07-07,12149,1163.0,62118,Medium,Northeast,MO,Plus
ST-04132,Dollar Tree #4132,2002-11-21,11139,11702.0,39274,Low,Southeast,IL,Plus
ST-04133,Dollar Tree #4133,2008-02-23,11142,5349.1,41291,Medium,West,IL,Standard
ST-04134,Dollar Tree #4134,2020-10-19,6541,5083.2,70613,Medium,Midwest,TX,Standard
ST-04135,Dollar Tree #4135,2004-04-26,10730,8063.8,84916,High,Southeast,OK,Standard
ST-04136,Dollar Tree #4136,2010-03-26,13370,6497.2,93239,Medium,Southwest,NM,Standard
ST-04137,Dollar Tree #4137,2005-07-20,7969,5640.9,44083,Medium,West,AL,Standard
ST-04138,Dollar Tree #4138,2005-03-11,7515,10902.6,64325,Medium,Midwest,MI,Combo
ST-04139,Dollar Tree #4139,2016-05-25,13876,3130.1,92548,Medium,Mid-Atlantic,CT,Plus
ST-04140,Dollar Tree #4140,2013-09-04,13144,11669.5,25223,Low,Midwest,MS,Standard
ST-04141,Dollar Tree #4141,2007-01-14,8109,486.8,78123,Low,Midwest,SC,Plus
ST-04142,Dollar Tree #4142,2015-02-27,8735,3943.7,55576,Medium,Mid-Atlantic,OK,Combo
ST-04143,Dollar Tree #4143,2001-11-13,11722,10687.6,73108,Medium,Southwest,NM,Plus
ST-04144,Dollar Tree #4144,2001-03-12,10727,1356.0,29915,Low,Mid-Atlantic,CT,Standard
ST-04145,Dollar Tree #4145,2012-04-15,7378,1571.5,33406,High,Southwest,AZ,Combo
ST-04146,Dollar Tree #4146,2000-04-05,7558,4023.2,48922,Low,West,MS,Standard
ST-04147,Dollar Tree #4147,2005-10-11,8823,7963.1,87258,Medium,Southwest,IN,Standard
ST-04148,Dollar Tree #4148,2023-08-26,10679,2507.7,57055,Medium,West,VA,Standard
ST-04149,Dollar Tree #4149,2002-10-21,12685,1923.4,69171,Medium,Mid-Atlantic,FL,Standard
ST-04150,Dollar Tree #4150,2002-08-22,7774,11854.1,69775,Low,Southeast,OR,Plus
ST-04151,Dollar Tree #4151,2013-03-12,9219,11502.5,70688,Medium,Northeast,NY,Standard
ST-04152,Dollar Tree #4152,2011-09-10,11982,10231.9,36907,Low,Northeast,MS,Standard
ST-04153,Dollar Tree #4153,2017-01-12,9259,11483.6,14203,High,West,OR,Standard
ST-04154,Dollar Tree #4154,2018-03-21,8070,11931.9,83219,Low,West,IN,Standard
ST-04155,Dollar Tree #4155,2005-02-02,13274,5766.1,78380,Medium,Southeast,FL,Standard
ST-04156,Dollar Tree #4156,2020-08-08,11867,5235.8,56287,Medium,West,NJ,Standard
ST-04157,Dollar Tree #4157,2005-01-16,7095,277.7,90895,Medium,Northeast,SC,Standard
ST-04158,Dollar Tree #4158,2004-09-16,8075,9989.3,19090,Medium,Mid-Atlantic,OR,Standard
ST-04159,Dollar Tree #4159,2015-10-23,9521,9192.0,37438,High,Southwest,VA,Standard
ST-04160,Dollar Tree #4160,2005-10-24,11985,4061.4,53518,Low,Mid-Atlantic,OR,Standard
ST-04161,Dollar Tree #4161,2000-06-03,6265,6256.6,91060,Medium,Mid-Atlantic,SC,Standard
ST-04162,Dollar Tree #4162,2022-03-05,9516,10549.9,37261,High,Northeast,TX,Standard
ST-04163,Dollar Tree #4163,2013-01-15,7102,1722.2,52236,Low,Southeast,CT,Combo
ST-04164,Dollar Tree #4164,2016-04-01,11778,10872.1,97774,Medium,Mid-Atlantic,PA,Combo
ST-04165,Dollar Tree #4165,2008-04-15,8710,9721.2,85276,Low,Southwest,IA,Plus
ST-04166,Dollar Tree #4166,2004-09-01,13081,7352.5,64466,High,Southwest,GA,Standard
ST-04167,Dollar Tree #4167,2013-07-20,9158,10066.6,71767,High,Mid-Atlantic,MI,Standard
ST-04168,Dollar Tree #4168,2007-04-28,6011,3200.0,46496,Medium,Northeast,TX,Plus
ST-04169,Dollar Tree #4169,2003-07-13,8161,7047.4,10561,Low,Mid-Atlantic,SC,Standard
ST-04170,Dollar Tree #4170,2009-12-11,10524,524.1,53148,High,Mid-Atlantic,NY,Plus
ST-04171,Dollar Tree #4171,2013-05-05,10752,11355.4,32276,Medium,Northeast,AL,Standard
ST-04172,Dollar Tree #4172,2009-02-04,8938,271.6,12380,High,West,MS,Plus
ST-04173,Dollar Tree #4173,2019-10-23,9405,1364.8,35577,Low,Midwest,AR,Standard
ST-04174,Dollar Tree #4174,2022-06-12,7309,8437.9,31318,Low,Mid-Atlantic,MS,Plus
ST-04175,Dollar Tree #4175,2001-06-17,12860,6669.3,69772,High,Southwest,KY,Standard
ST-04176,Dollar Tree #4176,2007-06-09,12063,875.7,50116,Medium,Southwest,OH,Standard
ST-04177,Dollar Tree #4177,2023-11-07,10880,4496.8,23960,Low,Northeast,NM,Standard
ST-04178,Dollar Tree #4178,2024-03-27,8659,3968.2,99892,Medium,Southeast,IN,Plus
ST-04179,Dollar Tree #4179,2022-09-18,10409,2290.6,15292,Low,Northeast,IN,Standard
ST-04180,Dollar Tree #4180,2017-10-01,13941,3007.9,43387,Medium,West,NV,Plus
ST-04181,Dollar Tree #4181,2000-12-25,10857,5756.5,81246,Medium,Northeast,MS,Standard
ST-04182,Dollar Tree #4182,2004-03-20,13314,2798.2,53054,High,Midwest,OK,Combo
ST-04183,Dollar Tree #4183,2011-10-06,6370,4046.6,56219,Medium,Southwest,IN,Standard
ST-04184,Dollar Tree #4184,2014-08-20,10974,11794.1,21568,Low,Mid-Atlantic,IL,Plus
ST-04185,Dollar Tree #4185,2018-09-08,6150,8562.0,53431,Medium,Southwest,PA,Plus
ST-04186,Dollar Tree #4186,2008-06-25,13110,8257.4,21503,Medium,Northeast,SC,Plus
ST-04187,Dollar Tree #4187,2011-09-19,9807,10956.5,15108,Low,Midwest,OK,Standard
ST-04188,Dollar Tree #4188,2005-02-25,7680,2576.7,78378,Medium,Southwest,CA,Standard
ST-04189,Dollar Tree #4189,2016-04-09,9756,5305.0,19220,Low,Mid-Atlantic,WI,Combo
ST-04190,Dollar Tree #4190,2018-09-19,11057,8713.9,10921,High,Southwest,NC,Plus
ST-04191,Dollar Tree #4191,2003-12-04,12125,3107.7,85005,Medium,Mid-Atlantic,MO,Plus
ST-04192,Dollar Tree #4192,2019-03-15,6861,7674.1,53038,High,Southwest,NM,Standard
ST-04193,Dollar Tree #4193,2007-04-17,11544,5931.9,80910,Medium,Mid-Atlantic,NJ,Standard
ST-04194,Dollar Tree #4194,2016-06-24,11265,11566.2,83507,Medium,West,AZ,Plus
ST-04195,Dollar Tree #4195,2020-02-18,12332,9250.5,40782,Medium,Southwest,AZ,Combo
ST-04196,Dollar Tree #4196,2007-01-23,13449,10779.2,11121,High,Northeast,MO,Standard
ST-04197,Dollar Tree #4197,2015-10-10,11041,7072.2,90179,High,Mid-Atlantic,AR,Standard
ST-04198,Dollar Tree #4198,2008-06-15,11603,10827.7,96435,Medium,Midwest,NC,Standard
ST-04199,Dollar Tree #4199,2001-08-13,10763,10886.4,32328,High,Southwest,PA,Plus
ST-04200,Dollar Tree #4200,2020-06-10,11359,2940.7,69234,Medium,West,NY,Combo
ST-04201,Dollar Tree #4201,2012-01-26,12009,3257.6,54680,Medium,Mid-Atlantic,NM,Plus
ST-04202,Dollar Tree #4202,2006-10-17,8698,11466.7,93470,High,West,CT,Standard
ST-04203,Dollar Tree #4203,2014-10-23,12412,6953.2,66255,Medium,West,KS,Standard
ST-04204,Dollar Tree #4204,2014-09-25,7826,11078.8,75126,Medium,Southwest,OK,Plus
ST-04205,Dollar Tree #4205,2002-07-16,10311,3851.3,38584,Medium,Mid-Atlantic,CA,Plus
ST-04206,Dollar Tree #4206,2022-04-02,9627,7895.4,22826,High,Southwest,IN,Plus
ST-04207,Dollar Tree #4207,2003-11-21,13044,2481.0,96191,Low,Mid-Atlantic,KY,Standard
ST-04208,Dollar Tree #4208,2015-09-18,7785,4777.3,30541,Low,Southeast,IL,Combo
ST-04209,Dollar Tree #4209,2022-09-11,8314,361.1,34784,Medium,West,AL,Plus
ST-04210,Dollar Tree #4210,2010-03-18,8728,8249.0,15664,High,Southeast,GA,Standard
ST-04211,Dollar Tree #4211,2024-03-27,11598,9653.7,51295,Low,Southeast,IN,Standard
ST-04212,Dollar Tree #4212,2010-12-22,11823,4106.0,25581,Medium,West,IN,Standard
ST-04213,Dollar Tree #4213,2008-10-23,6439,2422.8,26771,Low,Midwest,MO,Plus
ST-04214,Dollar Tree #4214,2002-05-14,12489,7426.0,14375,Medium,Southeast,OR,Standard
ST-04215,Dollar Tree #4215,2010-06-12,11692,5527.5,15492,Low,Northeast,CA,Plus
ST-04216,Dollar Tree #4216,2003-08-09,6603,2495.8,50523,Medium,Midwest,AL,Standard
ST-04217,Dollar Tree #4217,2015-07-04,12274,2089.4,82222,Medium,Southeast,NM,Combo
ST-04218,Dollar Tree #4218,2019-02-21,7208,5835.8,11870,Medium,Midwest,TX,Plus
ST-04219,Dollar Tree #4219,2023-07-04,13422,2015.1,29585,Medium,Mid-Atlantic,GA,Combo
ST-04220,Dollar Tree #4220,2022-11-01,8987,4757.2,47130,Medium,West,OR,Standard
ST-04221,Dollar Tree #4221,2007-11-01,13674,3228.7,58459,Medium,Midwest,AL,Standard
ST-04222,Dollar Tree #4222,2001-03-14,7738,8527.2,66191,Low,Southwest,MO,Plus
ST-04223,Dollar Tree #4223,2024-09-20,12570,8131.5,38362,Low,Mid-Atlantic,PA,Plus
ST-04224,Dollar Tree #4224,2013-04-19,11924,7287.2,44452,High,Southwest,CA,Standard
ST-04225,Dollar Tree #4225,2016-03-23,12077,9932.8,62469,Medium,Southwest,CT,Combo
ST-04226,Dollar Tree #4226,2004-07-19,6142,2368.2,99869,Low,Southeast,CA,Plus
ST-04227,Dollar Tree #4227,2014-06-11,11542,475.7,23655,Medium,West,CA,Plus
ST-04228,Dollar Tree #4228,2020-08-01,13517,8711.4,54664,High,Northeast,OH,Standard
ST-04229,Dollar Tree #4229,2001-04-19,12949,2663.7,50545,Medium,Northeast,IN,Plus
ST-04230,Dollar Tree #4230,2019-08-06,13474,1551.2,33897,High,Northeast,SC,Combo
ST-04231,Dollar Tree #4231,2006-11-08,12184,8297.8,40305,Medium,Mid-Atlantic,KY,Standard
ST-04232,Dollar Tree #4232,2023-10-06,10734,11054.4,95039,Medium,Southeast,NY,Standard
ST-04233,Dollar Tree #4233,2010-04-01,9935,1203.5,32719,Medium,Northeast,KS,Standard
ST-04234,Dollar Tree #4234,2017-03-05,10185,2951.4,70725,Medium,Mid-Atlantic,NC,Standard
ST-04235,Dollar Tree #4235,2014-01-11,8343,7521.2,52487,Medium,Mid-Atlantic,SC,Plus
ST-04236,Dollar Tree #4236,2014-03-18,13647,1914.5,62458,Low,Southeast,OH,Combo
ST-04237,Dollar Tree #4237,2021-09-27,11682,9018.0,13380,Low,Southeast,TN,Plus
ST-04238,Dollar Tree #4238,2017-01-10,8119,5108.3,64930,Medium,West,AL,Standard
ST-04239,Dollar Tree #4239,2004-12-09,10022,5018.6,84431,Medium,Mid-Atlantic,AR,Standard
ST-04240,Dollar Tree #4240,2020-07-27,13789,3330.2,30398,High,Mid-Atlantic,NC,Standard
ST-04241,Dollar Tree #4241,2005-06-15,7781,5546.0,71050,High,Midwest,MO,Plus
ST-04242,Dollar Tree #4242,2017-09-09,6115,5409.9,89429,Medium,Southwest,VA,Plus
ST-04243,Dollar Tree #4243,2014-08-25,13106,823.7,66882,Low,Southeast,NV,Plus
ST-04244,Dollar Tree #4244,2016-09-20,9717,11451.3,30074,Medium,Midwest,PA,Plus
ST-04245,Dollar Tree #4245,2016-01-26,10904,1808.7,29218,Medium,Mid-Atlantic,CT,Standard
ST-04246,Dollar Tree #4246,2022-11-25,9093,3234.5,67350,Low,Northeast,VA,Standard
ST-04247,Dollar Tree #4247,2015-02-21,10226,11309.8,14361,Medium,Southwest,CT,Combo
ST-04248,Dollar Tree #4248,2012-09-17,6086,9579.8,19734,High,Mid-Atlantic,AZ,Plus
ST-04249,Dollar Tree #4249,2009-08-28,10728,10089.7,93358,Low,Southeast,IN,Plus
ST-04250,Dollar Tree #4250,2016-04-04,13209,2255.6,44407,Low,West,OK,Standard
ST-04251,Dollar Tree #4251,2007-06-22,11617,3386.7,62285,Low,Northeast,AL,Plus
ST-04252,Dollar Tree #4252,2002-10-18,11578,3288.0,12584,Medium,Southwest,TX,Combo
ST-04253,Dollar Tree #4253,2003-08-01,11670,6270.3,99804,Medium,Southwest,KS,Standard
ST-04254,Dollar Tree #4254,2011-03-02,9928,5714.6,23560,High,Northeast,MO,Standard
ST-04255,Dollar Tree #4255,2001-05-08,7842,5210.9,81823,Medium,Midwest,CT,Plus
ST-04256,Dollar Tree #4256,2019-07-15,11729,1989.7,48492,Medium,Northeast,OK,Standard
ST-04257,Dollar Tree #4257,2010-02-03,6286,11131.2,84796,Low,Northeast,OK,Plus
ST-04258,Dollar Tree #4258,2001-02-16,10548,8895.5,13680,High,Southeast,TX,Standard
ST-04259,Dollar Tree #4259,2001-03-12,11448,3610.9,72069,Low,Mid-Atlantic,IA,Combo
ST-04260,Dollar Tree #4260,2007-12-22,11060,2272.4,20735,Low,Mid-Atlantic,OH,Plus
ST-04261,Dollar Tree #4261,2015-06-20,12476,7315.9,45262,High,Southwest,OK,Combo
ST-04262,Dollar Tree #4262,2020-11-28,13676,4138.4,40155,Medium,Southwest,VA,Plus
ST-04263,Dollar Tree #4263,2023-08-24,8533,3202.0,31888,Medium,Southeast,AZ,Combo
