event_id,user_id,account_id,event_type,timestamp
EVT_00364,USR_0034,ACC_0003,request_checkout,2026-08-08 16:35:48
EVT_00365,USR_0046,ACC_0011,request_checkout,2026-08-29 16:35:48
EVT_00366,USR_0006,ACC_0030,view_quote,2026-08-12 16:35:48
EVT_00367,USR_0181,ACC_0001,view_quote,2026-08-06 16:35:48
EVT_00368,USR_0029,ACC_0004,download_cad,2026-08-03 16:35:48
EVT_00369,USR_0094,ACC_0024,view_quote,2026-08-19 16:35:48
EVT_00370,USR_0181,ACC_0001,download_cad,2026-08-18 16:35:48
EVT_00371,USR_0151,ACC_0009,view_quote,2026-08-20 16:35:48
EVT_00372,USR_0078,ACC_0015,request_checkout,2026-08-26 16:35:48
EVT_00373,USR_0041,ACC_0001,download_cad,2026-07-31 16:35:48
EVT_00374,USR_0112,ACC_0015,download_cad,2026-07-31 16:35:48
EVT_00375,USR_0125,ACC_0049,download_cad,2026-08-20 16:35:48
EVT_00376,USR_0045,ACC_0016,download_cad,2026-07-31 16:35:48
EVT_00377,USR_0144,ACC_0020,download_cad,2026-08-02 16:35:48
EVT_00378,USR_0158,ACC_0021,request_checkout,2026-08-23 16:35:48
EVT_00379,USR_0171,ACC_0050,download_cad,2026-08-04 16:35:48
EVT_00380,USR_0045,ACC_0016,request_checkout,2026-08-21 16:35:48
EVT_00381,USR_0188,ACC_0018,download_cad,2026-08-21 16:35:48
EVT_00382,USR_0033,ACC_0016,view_quote,2026-08-07 16:35:48
EVT_00383,USR_0001,ACC_0009,download_cad,2026-07-31 16:35:48
EVT_00384,USR_0147,ACC_0015,request_checkout,2026-08-03 16:35:48
EVT_00385,USR_0198,ACC_0006,download_cad,2026-08-29 16:35:48
EVT_00386,USR_0047,ACC_0046,download_cad,2026-08-20 16:35:48
EVT_00387,USR_0157,ACC_0021,view_quote,2026-08-10 16:35:48
EVT_00388,USR_0145,ACC_0035,view_quote,2026-08-01 16:35:48
EVT_00389,USR_0128,ACC_0048,view_quote,2026-08-20 16:35:48
EVT_00390,USR_0191,ACC_0040,view_quote,2026-08-23 16:35:48
EVT_00391,USR_0089,ACC_0028,request_checkout,2026-08-25 16:35:48
EVT_00392,USR_0163,ACC_0050,view_quote,2026-08-04 16:35:48
EVT_00393,USR_0182,ACC_0007,download_cad,2026-08-10 16:35:48
EVT_00394,USR_0187,ACC_0028,request_checkout,2026-08-16 16:35:48
EVT_00395,USR_0003,ACC_0031,request_checkout,2026-08-24 16:35:48
EVT_00396,USR_0064,ACC_0035,download_cad,2026-08-28 16:35:48
EVT_00397,USR_0090,ACC_0008,request_checkout,2026-08-05 16:35:48
EVT_00398,USR_0028,ACC_0033,download_cad,2026-08-30 16:35:48
EVT_00399,USR_0013,ACC_0005,request_checkout,2026-08-16 16:35:48
EVT_00400,USR_0188,ACC_0018,request_checkout,2026-08-25 16:35:48
EVT_00401,USR_0106,ACC_0042,request_checkout,2026-08-02 16:35:48
EVT_00402,USR_0097,ACC_0033,request_checkout,2026-08-13 16:35:48
EVT_00403,USR_0097,ACC_0033,view_quote,2026-08-04 16:35:48
EVT_00404,USR_0123,ACC_0009,download_cad,2026-08-10 16:35:48
EVT_00405,USR_0195,ACC_0022,download_cad,2026-08-23 16:35:48
EVT_00406,USR_0042,ACC_0007,request_checkout,2026-08-28 16:35:48
EVT_00407,USR_0009,ACC_0007,request_checkout,2026-08-30 16:35:48
EVT_00408,USR_0082,ACC_0005,request_checkout,2026-07-31 16:35:48
EVT_00409,USR_0027,ACC_0004,view_quote,2026-08-20 16:35:48
EVT_00410,USR_0044,ACC_0009,request_checkout,2026-08-25 16:35:48
EVT_00411,USR_0188,ACC_0018,view_quote,2026-08-13 16:35:48
EVT_00412,USR_0024,ACC_0014,request_checkout,2026-08-11 16:35:48
EVT_00413,USR_0158,ACC_0021,request_checkout,2026-08-08 16:35:48
EVT_00414,USR_0008,ACC_0004,request_checkout,2026-07-31 16:35:48
EVT_00415,USR_0168,ACC_0014,view_quote,2026-08-11 16:35:48
EVT_00416,USR_0112,ACC_0015,view_quote,2026-08-29 16:35:48
EVT_00417,USR_0026,ACC_0048,request_checkout,2026-08-24 16:35:48
EVT_00418,USR_0049,ACC_0043,request_checkout,2026-08-08 16:35:48
EVT_00419,USR_0142,ACC_0049,download_cad,2026-08-01 16:35:48
EVT_00420,USR_0187,ACC_0028,download_cad,2026-08-22 16:35:48
EVT_00421,USR_0170,ACC_0039,request_checkout,2026-08-21 16:35:48
EVT_00422,USR_0061,ACC_0036,view_quote,2026-08-29 16:35:48
EVT_00423,USR_0101,ACC_0044,download_cad,2026-08-13 16:35:48
EVT_00424,USR_0126,ACC_0047,view_quote,2026-08-29 16:35:48
EVT_00425,USR_0093,ACC_0034,view_quote,2026-08-17 16:35:48
EVT_00426,USR_0023,ACC_0010,request_checkout,2026-08-04 16:35:48
EVT_00427,USR_0170,ACC_0039,download_cad,2026-08-11 16:35:48
EVT_00428,USR_0123,ACC_0009,view_quote,2026-08-27 16:35:48
EVT_00429,USR_0007,ACC_0044,view_quote,2026-08-25 16:35:48
EVT_00430,USR_0164,ACC_0049,request_checkout,2026-08-28 16:35:48
EVT_00431,USR_0122,ACC_0016,view_quote,2026-08-21 16:35:48
EVT_00432,USR_0102,ACC_0040,request_checkout,2026-08-15 16:35:48
EVT_00433,USR_0170,ACC_0039,request_checkout,2026-08-28 16:35:48
EVT_00434,USR_0165,ACC_0013,download_cad,2026-08-18 16:35:48
EVT_00435,USR_0048,ACC_0042,request_checkout,2026-08-02 16:35:48
EVT_00436,USR_0098,ACC_0021,request_checkout,2026-08-25 16:35:48
EVT_00437,USR_0115,ACC_0030,view_quote,2026-08-22 16:35:48
EVT_00438,USR_0113,ACC_0002,request_checkout,2026-08-22 16:35:48
EVT_00439,USR_0058,ACC_0018,request_checkout,2026-08-12 16:35:48
EVT_00440,USR_0016,ACC_0011,view_quote,2026-08-06 16:35:48
EVT_00441,USR_0179,ACC_0035,download_cad,2026-08-27 16:35:48
EVT_00442,USR_0022,ACC_0043,download_cad,2026-08-19 16:35:48
EVT_00443,USR_0139,ACC_0035,request_checkout,2026-08-06 16:35:48
EVT_00444,USR_0151,ACC_0009,view_quote,2026-08-13 16:35:48
EVT_00445,USR_0016,ACC_0011,request_checkout,2026-08-04 16:35:48
EVT_00446,USR_0134,ACC_0021,request_checkout,2026-07-31 16:35:48
EVT_00447,USR_0138,ACC_0027,download_cad,2026-08-03 16:35:48
EVT_00448,USR_0122,ACC_0016,download_cad,2026-08-02 16:35:48
EVT_00449,USR_0061,ACC_0036,request_checkout,2026-08-21 16:35:48
EVT_00450,USR_0021,ACC_0045,request_checkout,2026-08-02 16:35:48
EVT_00451,USR_0183,ACC_0041,view_quote,2026-08-14 16:35:48
EVT_00452,USR_0147,ACC_0015,download_cad,2026-08-05 16:35:48
EVT_00453,USR_0147,ACC_0015,download_cad,2026-08-11 16:35:48
EVT_00454,USR_0038,ACC_0016,view_quote,2026-07-31 16:35:48
EVT_00455,USR_0194,ACC_0014,request_checkout,2026-08-25 16:35:48
EVT_00456,USR_0043,ACC_0014,view_quote,2026-08-05 16:35:48
EVT_00457,USR_0050,ACC_0043,view_quote,2026-08-29 16:35:48
EVT_00458,USR_0109,ACC_0043,view_quote,2026-08-09 16:35:48
EVT_00459,USR_0112,ACC_0015,view_quote,2026-08-04 16:35:48
EVT_00460,USR_0161,ACC_0048,view_quote,2026-08-04 16:35:48
EVT_00461,USR_0153,ACC_0037,request_checkout,2026-08-20 16:35:48
EVT_00462,USR_0187,ACC_0028,view_quote,2026-08-28 16:35:48
EVT_00463,USR_0100,ACC_0027,download_cad,2026-08-18 16:35:48
EVT_00464,USR_0142,ACC_0049,request_checkout,2026-08-03 16:35:48
EVT_00465,USR_0071,ACC_0040,download_cad,2026-08-16 16:35:48
EVT_00466,USR_0004,ACC_0007,download_cad,2026-08-11 16:35:48
EVT_00467,USR_0151,ACC_0009,download_cad,2026-08-05 16:35:48
EVT_00468,USR_0108,ACC_0033,view_quote,2026-08-17 16:35:48
EVT_00469,USR_0039,ACC_0009,view_quote,2026-08-12 16:35:48
EVT_00470,USR_0151,ACC_0009,download_cad,2026-08-06 16:35:48
EVT_00471,USR_0026,ACC_0048,view_quote,2026-08-12 16:35:48
EVT_00472,USR_0200,ACC_0045,view_quote,2026-08-05 16:35:48
EVT_00473,USR_0074,ACC_0048,download_cad,2026-08-02 16:35:48
EVT_00474,USR_0089,ACC_0028,request_checkout,2026-08-22 16:35:48
EVT_00475,USR_0099,ACC_0036,download_cad,2026-08-15 16:35:48
EVT_00476,USR_0147,ACC_0015,download_cad,2026-08-15 16:35:48
EVT_00477,USR_0010,ACC_0013,view_quote,2026-08-22 16:35:48
EVT_00478,USR_0104,ACC_0020,view_quote,2026-08-11 16:35:48
EVT_00479,USR_0156,ACC_0004,download_cad,2026-08-08 16:35:48
EVT_00480,USR_0103,ACC_0026,view_quote,2026-08-18 16:35:48
EVT_00481,USR_0085,ACC_0002,download_cad,2026-08-23 16:35:48
EVT_00482,USR_0013,ACC_0005,download_cad,2026-08-15 16:35:48
EVT_00483,USR_0069,ACC_0043,request_checkout,2026-08-30 16:35:48
EVT_00484,USR_0087,ACC_0003,request_checkout,2026-08-21 16:35:48
EVT_00485,USR_0072,ACC_0016,request_checkout,2026-08-03 16:35:48
EVT_00486,USR_0179,ACC_0035,download_cad,2026-08-27 16:35:48
EVT_00487,USR_0059,ACC_0022,view_quote,2026-08-21 16:35:48
EVT_00488,USR_0191,ACC_0040,request_checkout,2026-08-06 16:35:48
EVT_00489,USR_0083,ACC_0042,request_checkout,2026-08-07 16:35:48
EVT_00490,USR_0107,ACC_0029,download_cad,2026-08-10 16:35:48
EVT_00491,USR_0023,ACC_0010,view_quote,2026-08-16 16:35:48
EVT_00492,USR_0055,ACC_0014,request_checkout,2026-08-07 16:35:48
EVT_00493,USR_0125,ACC_0049,download_cad,2026-08-03 16:35:48
EVT_00494,USR_0096,ACC_0043,view_quote,2026-08-14 16:35:48
EVT_00495,USR_0041,ACC_0001,view_quote,2026-08-21 16:35:48
EVT_00496,USR_0182,ACC_0007,download_cad,2026-08-18 16:35:48
EVT_00497,USR_0035,ACC_0027,download_cad,2026-08-02 16:35:48
EVT_00498,USR_0146,ACC_0039,view_quote,2026-08-25 16:35:48
EVT_00499,USR_0050,ACC_0043,view_quote,2026-08-04 16:35:48
EVT_00500,USR_0015,ACC_0001,view_quote,2026-08-29 16:35:48
