date,station_id,city,product_family,shell_price_inr_per_liter,comp_min_price_inr_per_liter_within_3km,price_gap_inr_per_liter,liters_sold,revenue_inr,gross_margin_inr,downtime_minutes,stockout_flag,promo_active,competitors_within_3km,weather_heat_index,rainfall_mm,holiday_flag,footfall_estimate,cstore_transactions,cstore_revenue_inr,loyalty_signups,ev_charger_sessions
09-09-2025,BLR-007,Bangalore,Diesel,96.6,95.52,1.08,5797,559990.2,47852.25,154,0,1,2,32,3.101848099,0,767,130,16560.94,6,0
09-09-2025,BLR-007,Bangalore,CNG,104.8,104.69,0.11,7015,735172,85814.13,166,0,1,4,43,27.88749284,0,320,423,27181.34,24,1
08-09-2025,BLR-007,Bangalore,Petrol,107.2,107.15,0.05,12156,1303123.2,79594.81,0,0,1,5,30,14.13251188,0,449,112,6729.64,6,7
08-09-2025,BLR-007,Bangalore,Diesel,107.31,106.39,0.92,11450,1228699.5,135955.5,145,0,0,3,39,20.93971414,0,495,566,70381.02,6,9
08-09-2025,BLR-007,Bangalore,CNG,101.16,100.81,0.35,5889,595731.24,41874.93,124,0,1,5,41,5.811511523,0,838,556,28504.85,12,10
07-09-2025,BLR-007,Bangalore,Petrol,106.24,105.75,0.49,10008,1063249.92,93020.05,109,0,1,3,33,11.65896871,0,225,494,31652.2,28,11
07-09-2025,BLR-007,Bangalore,Diesel,103.46,102.72,0.74,7978,825403.88,53406.37,106,1,1,3,30,15.10710223,0,372,134,23760.23,10,8
07-09-2025,BLR-007,Bangalore,CNG,100.99,100.37,0.62,12145,1226523.55,89191.31,82,0,1,5,30,29.76276561,0,608,314,19824.81,20,10
06-09-2025,BLR-007,Bangalore,Petrol,105.04,103.94,1.1,6550,688012,36774.91,0,0,1,3,36,14.18476875,0,680,426,66801.4,26,3
06-09-2025,BLR-007,Bangalore,Diesel,99.74,99.27,0.47,6690,667260.6,62721.22,167,0,1,2,36,17.9016897,0,872,538,36030.07,17,12
06-09-2025,BLR-007,Bangalore,CNG,109.97,108.64,1.33,7198,791564.06,70787.92,104,0,0,5,41,29.06449324,1,510,502,46099.06,8,2
05-09-2025,BLR-007,Bangalore,Petrol,95.95,95.05,0.9,13741,1318448.95,148410.14,94,0,0,3,43,26.36643438,0,955,522,62780.51,16,4
05-09-2025,BLR-007,Bangalore,Diesel,95.39,94.36,1.03,8612,821498.68,65246.28,153,0,0,2,43,0.567829215,0,974,480,49345.19,13,4
05-09-2025,BLR-007,Bangalore,CNG,95.28,94.87,0.41,6461,615604.08,39413.3,90,0,1,5,39,9.692132052,0,260,537,79993.96,13,13
04-09-2025,BLR-007,Bangalore,Petrol,98.43,98.02,0.41,13104,1289826.72,151268.66,130,0,1,2,31,3.134409503,0,850,320,63570.71,28,8
04-09-2025,BLR-007,Bangalore,Diesel,101.07,100.98,0.09,12255,1238612.85,120369.03,129,0,1,2,33,6.637134594,0,702,299,36173.61,26,9
04-09-2025,BLR-007,Bangalore,CNG,105.84,105.53,0.31,6666,705529.44,51893.3,28,0,1,3,34,0.320168635,0,270,425,25041.86,16,1
03-09-2025,BLR-007,Bangalore,Petrol,100.67,99.48,1.19,13664,1375554.88,145268.08,130,0,1,3,40,29.19136049,1,391,349,19595.21,19,2
03-09-2025,BLR-007,Bangalore,Diesel,101.76,101.61,0.15,10154,1033271.04,85774.52,75,0,0,2,38,28.80799075,0,803,100,10375.44,12,3
03-09-2025,BLR-007,Bangalore,CNG,104.64,104.15,0.49,6830,714691.2,67341.23,179,0,1,2,34,4.594044018,0,974,148,25610.15,24,9
02-09-2025,BLR-007,Bangalore,Petrol,98.61,98.42,0.19,10024,988466.64,100122.42,124,0,1,3,31,21.91248795,0,241,192,37001.55,21,11
02-09-2025,BLR-007,Bangalore,Diesel,98.21,98.05,0.16,14679,1441624.59,117284.89,50,1,1,3,33,7.191272347,0,965,320,62851.76,15,7
02-09-2025,BLR-007,Bangalore,CNG,108.58,108.46,0.12,6660,723142.8,74032.73,64,0,1,5,43,11.58467756,1,867,554,107667.19,29,9
01-09-2025,BLR-007,Bangalore,Petrol,97.96,97.02,0.94,7865,770455.4,65468.13,15,0,0,3,35,9.930487785,0,784,502,38029.76,29,1
01-09-2025,BLR-007,Bangalore,Diesel,109.84,108.82,1.02,9419,1034582.96,72245.71,157,0,1,2,33,7.008270961,0,457,585,114446.89,9,3
01-09-2025,BLR-007,Bangalore,CNG,105.22,105.12,0.1,5264,553878.08,54483.1,154,0,0,3,42,19.3456813,0,312,488,26025.25,28,10
30-09-2025,BLR-008,Bangalore,Petrol,99.81,99.43,0.38,11065,1104397.65,118906.21,103,0,0,4,33,14.98646104,0,781,270,40954.74,25,2
30-09-2025,BLR-008,Bangalore,Diesel,96.9,96.27,0.63,10712,1037992.8,79242.27,102,0,1,3,32,29.60090388,0,739,373,29777.99,23,6
30-09-2025,BLR-008,Bangalore,CNG,104.89,103.53,1.36,6031,632591.59,40398.67,84,0,1,5,38,0.054361016,0,593,411,81644.3,28,6
29-09-2025,BLR-008,Bangalore,Petrol,98.07,97.57,0.5,7939,778577.73,58811.63,59,0,1,3,43,6.922028298,0,911,315,43268.45,28,10
29-09-2025,BLR-008,Bangalore,Diesel,105.25,105.25,0,10920,1149330,132846.97,12,0,1,2,30,1.756098002,0,465,227,17275.06,28,4
29-09-2025,BLR-008,Bangalore,CNG,108.47,107.37,1.1,10935,1186119.45,101363.99,111,0,1,2,39,27.86188108,0,745,362,31631.76,19,0
28-09-2025,BLR-008,Bangalore,Petrol,97.52,96.65,0.87,13250,1292140,75985.8,85,0,0,5,34,15.80277863,0,455,353,41094.4,25,10
28-09-2025,BLR-008,Bangalore,Diesel,108.64,108.49,0.15,6109,663681.76,40276.24,80,0,1,3,42,13.5978505,0,492,392,54343.27,7,3
28-09-2025,BLR-008,Bangalore,CNG,106.86,105.66,1.2,6757,722053.02,36641.96,163,0,1,5,30,29.43088467,0,327,472,29660.45,16,14
27-09-2025,BLR-008,Bangalore,Petrol,107.25,107.23,0.02,7507,805125.75,60832.54,47,0,0,3,43,14.84262721,0,292,428,63080.49,14,2
27-09-2025,BLR-008,Bangalore,Diesel,95.5,95.29,0.21,12073,1152971.5,84730.73,8,0,1,3,31,23.9054453,0,772,349,52643.8,16,14
27-09-2025,BLR-008,Bangalore,CNG,101.71,101.05,0.66,13867,1410412.57,77522.1,68,0,1,3,32,28.68398569,0,377,396,21004.65,14,8
26-09-2025,BLR-008,Bangalore,Petrol,102.71,102.35,0.36,10067,1033981.57,94128.07,149,0,1,4,32,15.25616674,0,793,253,13757.03,22,2
26-09-2025,BLR-008,Bangalore,Diesel,100.94,100.49,0.45,11454,1156166.76,64174.59,57,0,1,4,38,20.88664308,0,565,520,31070.06,23,4
26-09-2025,BLR-008,Bangalore,CNG,96.89,95.54,1.35,5039,488228.71,40289.02,61,0,1,2,42,16.98888431,0,459,171,12910.24,21,1
25-09-2025,BLR-008,Bangalore,Petrol,104.12,103.26,0.86,5815,605457.8,53773.27,116,0,0,3,41,26.15955289,0,597,371,21292.08,13,9
25-09-2025,BLR-008,Bangalore,Diesel,103.23,102.93,0.3,14029,1448213.67,107691.9,40,0,0,2,38,24.3807913,0,791,233,33534.78,8,1
25-09-2025,BLR-008,Bangalore,CNG,104.76,103.31,1.45,13774,1442964.24,83572.13,64,0,1,2,44,16.14411203,0,809,141,12915.88,28,2
24-09-2025,BLR-008,Bangalore,Petrol,97.41,96.9,0.51,8660,843570.6,52257.02,114,0,1,4,41,20.12480042,0,276,380,45811.18,18,6
24-09-2025,BLR-008,Bangalore,Diesel,106.5,105.05,1.45,6618,704817,70549.63,8,0,1,5,40,8.263737304,0,524,536,52286.88,27,12
24-09-2025,BLR-008,Bangalore,CNG,107.69,107.16,0.53,13860,1492583.4,96495.73,134,0,0,5,35,15.69877389,0,499,402,66676.38,24,14
23-09-2025,BLR-008,Bangalore,Petrol,106.63,105.77,0.86,8279,882789.77,90232.11,141,0,1,3,40,23.49950671,0,204,176,16947.9,5,12
23-09-2025,BLR-008,Bangalore,Diesel,97.99,97.11,0.88,11103,1087982.97,86381.18,130,0,1,5,44,2.154437513,0,756,204,26813.55,14,12
23-09-2025,BLR-008,Bangalore,CNG,103.82,103.43,0.39,11319,1175138.58,68420.46,79,0,1,2,44,21.92052292,0,639,155,24930.49,7,7
22-09-2025,BLR-008,Bangalore,Petrol,109.35,108.86,0.49,9310,1018048.5,99760.83,39,0,1,4,34,7.579890065,0,354,274,25821.67,10,6
22-09-2025,BLR-008,Bangalore,Diesel,98.3,97.88,0.42,5011,492581.3,26436.05,92,0,1,3,34,4.669439783,0,276,108,12196.12,8,12
22-09-2025,BLR-008,Bangalore,CNG,95.53,95.32,0.21,12652,1208645.56,61958.38,121,0,1,5,30,14.05954911,0,354,356,70024.85,8,7
21-09-2025,BLR-008,Bangalore,Petrol,103.33,103.07,0.26,5258,543309.14,43309.62,78,0,1,3,42,20.72560513,0,984,472,49099.48,28,12
21-09-2025,BLR-008,Bangalore,Diesel,108.84,107.51,1.33,9746,1060754.64,105950.4,169,0,0,2,38,14.501762,0,726,424,31552.56,16,13
21-09-2025,BLR-008,Bangalore,CNG,106.91,105.92,0.99,6478,692562.98,60681.8,7,0,1,4,34,19.05470967,0,956,518,69182.6,13,4
20-09-2025,BLR-008,Bangalore,Petrol,103.12,102.63,0.49,9412,970565.44,67915.6,52,0,1,5,33,20.2257635,0,946,331,36313.42,10,3
20-09-2025,BLR-008,Bangalore,Diesel,107.04,105.77,1.27,10340,1106793.6,62753.32,142,1,1,2,34,5.011670084,1,663,114,11798.23,8,10
20-09-2025,BLR-008,Bangalore,CNG,98.85,97.85,1,5051,499291.35,56329.72,56,0,1,4,34,27.57114831,0,454,588,113423.04,13,5
19-09-2025,BLR-008,Bangalore,Petrol,97.62,97.32,0.3,11125,1086022.5,119760.49,148,0,1,5,34,8.818841292,0,793,182,17636.24,8,14
19-09-2025,BLR-008,Bangalore,Diesel,101.95,101.24,0.71,13598,1386316.1,144618.25,104,0,1,4,41,0.286168621,0,870,144,23190.76,15,4
19-09-2025,BLR-008,Bangalore,CNG,95.99,95.44,0.55,12232,1174149.68,112573.74,25,0,1,3,39,26.3819098,0,598,478,41815.5,29,9
18-09-2025,BLR-008,Bangalore,Petrol,108.16,107.53,0.63,9916,1072514.56,85423.47,1,0,1,5,35,28.74983059,0,470,273,20247.05,5,11
18-09-2025,BLR-008,Bangalore,Diesel,97.7,96.95,0.75,7611,743594.7,80596.6,95,0,1,4,37,20.60267161,0,477,576,31806.65,17,13
18-09-2025,BLR-008,Bangalore,CNG,107.15,106.32,0.83,6417,687581.55,58679.06,138,0,1,2,34,16.39876938,0,297,219,25407.97,11,0
17-09-2025,BLR-008,Bangalore,Petrol,105.78,105.46,0.32,8466,895533.48,92918.47,107,0,0,2,42,14.36911684,0,673,243,46898.67,6,2
17-09-2025,BLR-008,Bangalore,Diesel,109.61,109.6,0.01,5948,651960.28,55324.27,7,1,0,2,44,19.61293509,0,666,127,10561.55,19,3
17-09-2025,BLR-008,Bangalore,CNG,103.19,103.14,0.05,10604,1094226.76,123984.76,12,0,0,4,30,10.10765739,0,459,121,7627.95,9,6
16-09-2025,BLR-008,Bangalore,Petrol,97.82,97.18,0.64,7343,718292.26,75671.52,129,0,1,2,39,28.88611482,0,531,326,38769.34,13,9
16-09-2025,BLR-008,Bangalore,Diesel,104.41,103.23,1.18,5107,533221.87,45488.88,90,0,1,4,37,19.13108553,0,681,349,61053.97,7,9
16-09-2025,BLR-008,Bangalore,CNG,107.7,107.6,0.1,5043,543131.1,53447.03,164,1,1,5,34,21.02276002,0,485,303,52973.09,23,8
15-09-2025,BLR-008,Bangalore,Petrol,104.99,104.67,0.32,8065,846744.35,59176.67,12,0,1,5,33,11.57578341,1,995,229,14197.4,12,12
15-09-2025,BLR-008,Bangalore,Diesel,103.86,102.96,0.9,7582,787466.52,54926.49,14,0,1,5,38,4.486479557,0,778,348,22673.67,6,11
15-09-2025,BLR-008,Bangalore,CNG,97.95,97.57,0.38,13823,1353962.85,137796.26,47,0,0,3,41,7.596224449,0,434,249,15068.91,9,12
14-09-2025,BLR-008,Bangalore,Petrol,98.92,98.11,0.81,8118,803032.56,54470.05,58,0,1,4,35,3.791104258,1,784,273,45299.19,16,14
14-09-2025,BLR-008,Bangalore,Diesel,97.15,95.86,1.29,5537,537919.55,33054.54,28,0,1,2,39,21.96713742,0,385,360,70089.63,10,9
14-09-2025,BLR-008,Bangalore,CNG,105.75,105.09,0.66,12635,1336151.25,114206.06,0,0,1,5,37,10.1698191,0,573,209,34050.81,24,5
13-09-2025,BLR-008,Bangalore,Petrol,98.28,97.5,0.78,10153,997836.84,58477.01,44,0,0,3,43,18.60865958,0,987,466,48271.21,20,2
13-09-2025,BLR-008,Bangalore,Diesel,98.55,97.61,0.94,11213,1105041.15,65089.99,103,0,0,5,40,11.56263299,0,415,580,79757.72,23,11
13-09-2025,BLR-008,Bangalore,CNG,104.83,104.82,0.01,10055,1054065.65,89821.98,116,0,1,2,33,8.968431842,0,324,124,7737.61,8,1
12-09-2025,BLR-008,Bangalore,Petrol,97.78,97.01,0.77,9349,914145.22,73800.81,148,0,1,2,36,4.325034475,0,661,145,28881.66,9,2
12-09-2025,BLR-008,Bangalore,Diesel,104.12,103.96,0.16,6629,690211.48,58945.41,25,0,1,3,40,20.85688967,0,202,127,18714.99,27,1
12-09-2025,BLR-008,Bangalore,CNG,108.76,108.56,0.2,6137,667460.12,33576.7,74,0,0,4,39,27.4478981,0,533,212,40276.56,29,0
11-09-2025,BLR-008,Bangalore,Petrol,108.71,107.89,0.82,6977,758469.67,38309.62,133,0,1,5,33,11.86440084,0,767,131,12409.53,24,8
11-09-2025,BLR-008,Bangalore,Diesel,102.54,102.46,0.08,10718,1099023.72,95511.56,75,0,1,4,33,22.66311818,0,277,129,19750.69,16,8
11-09-2025,BLR-008,Bangalore,CNG,97.22,96.58,0.64,9861,958686.42,80340.42,60,0,1,4,41,15.81212816,0,492,124,21601.61,10,10
10-09-2025,BLR-008,Bangalore,Petrol,103.91,103.02,0.89,6669,692975.79,75755.03,125,1,1,5,36,5.139736334,0,505,353,59848.38,12,12
10-09-2025,BLR-008,Bangalore,Diesel,105.3,104.75,0.55,7283,766899.9,63165.94,56,0,1,5,42,25.91807422,0,550,112,9728.61,24,0
10-09-2025,BLR-008,Bangalore,CNG,99.12,97.88,1.24,7913,784336.56,70227.41,36,0,0,3,34,6.42766303,0,701,351,27660.57,13,10
09-09-2025,BLR-008,Bangalore,Petrol,95.17,94.33,0.84,7160,681417.2,62304.71,165,0,1,5,42,18.23127335,0,731,388,51661.58,8,11
09-09-2025,BLR-008,Bangalore,Diesel,105.81,104.84,0.97,10531,1114285.11,76182.05,119,0,1,5,41,20.8952155,0,883,195,33676.05,21,2
09-09-2025,BLR-008,Bangalore,CNG,98.78,98.47,0.31,14347,1417196.66,118137.17,15,0,1,2,30,11.21783609,0,679,520,29215.77,16,12
08-09-2025,BLR-008,Bangalore,Petrol,105.35,104.07,1.28,8653,911593.55,67312.36,19,0,0,2,35,27.82510654,0,794,580,108557.82,18,10
08-09-2025,BLR-008,Bangalore,Diesel,106.56,105.63,0.93,7397,788224.32,41556.1,150,0,1,5,36,16.00564293,0,930,156,19678.7,28,5
08-09-2025,BLR-008,Bangalore,CNG,100.52,100.33,0.19,14393,1446784.36,100849.08,153,0,1,5,39,21.5867524,0,280,249,39929.07,14,0
07-09-2025,BLR-008,Bangalore,Petrol,97.18,96.71,0.47,5789,562575.02,44858.69,175,0,0,3,34,17.13960046,1,233,363,62750.39,27,10
07-09-2025,BLR-008,Bangalore,Diesel,95.61,95.14,0.47,13272,1268935.92,95227.23,95,0,1,4,32,27.67496689,0,903,546,59465.01,20,7
07-09-2025,BLR-008,Bangalore,CNG,101.96,101.58,0.38,6164,628481.44,72354.34,8,0,1,2,34,3.206558865,0,863,554,87402.97,16,6
06-09-2025,BLR-008,Bangalore,Petrol,95.68,94.28,1.4,7655,732430.4,77364.89,46,0,0,2,35,29.39743298,0,732,251,28851.44,22,4
06-09-2025,BLR-008,Bangalore,Diesel,102.32,101.27,1.05,13814,1413448.48,82528.05,115,0,0,4,35,11.34589049,0,550,198,13604.66,27,5
06-09-2025,BLR-008,Bangalore,CNG,100.26,98.86,1.4,8648,867048.48,69620.62,120,0,1,2,41,16.20087577,0,520,510,61887.61,16,2
05-09-2025,BLR-008,Bangalore,Petrol,104.66,103.83,0.83,12470,1305110.2,146484.44,112,0,1,3,42,21.57534072,0,959,154,29658.68,21,3
05-09-2025,BLR-008,Bangalore,Diesel,106.19,105.41,0.78,11793,1252298.67,130692.99,96,0,1,5,42,10.79647793,0,401,349,48647.88,14,1
05-09-2025,BLR-008,Bangalore,CNG,97.55,96.6,0.95,13167,1284440.85,96152.24,104,0,1,4,30,5.560619272,0,987,452,66049.91,16,10
04-09-2025,BLR-008,Bangalore,Petrol,104.84,104.52,0.32,10936,1146530.24,76593.81,161,1,1,4,43,11.05687407,1,292,141,25111.01,15,7
04-09-2025,BLR-008,Bangalore,Diesel,99.06,98.63,0.43,8718,863605.08,69684.98,23,0,0,2,33,5.996189239,0,506,531,71403.03,20,2
04-09-2025,BLR-008,Bangalore,CNG,101.44,100.83,0.61,6141,622943.04,39048.32,33,0,1,2,34,9.324903031,1,711,146,17588.6,24,9
03-09-2025,BLR-008,Bangalore,Petrol,107.15,105.89,1.26,8723,934669.45,81918.24,175,0,1,4,44,13.28811365,0,823,305,57927.71,25,13
03-09-2025,BLR-008,Bangalore,Diesel,102.52,101.49,1.03,13978,1433024.56,109305.98,68,0,1,5,32,18.94132309,0,735,390,72781.5,12,5
03-09-2025,BLR-008,Bangalore,CNG,96.91,96.77,0.14,11339,1098862.49,95873.84,55,0,1,4,41,15.62486192,0,930,396,26948.22,7,2
02-09-2025,BLR-008,Bangalore,Petrol,106.36,106.02,0.34,9802,1042540.72,105728.32,106,0,1,5,41,3.794407701,0,212,441,68264.74,26,11
02-09-2025,BLR-008,Bangalore,Diesel,102.39,101.02,1.37,10229,1047347.31,72059.53,13,0,0,5,36,7.456072318,0,630,129,12781.73,24,5
02-09-2025,BLR-008,Bangalore,CNG,97.54,96.38,1.16,7419,723649.26,59167.56,14,0,1,5,30,1.342543018,0,844,424,30486.68,18,1
01-09-2025,BLR-008,Bangalore,Petrol,99.65,98.87,0.78,7430,740399.5,48676.39,77,0,1,5,37,8.336007004,1,548,583,111607.72,20,13
01-09-2025,BLR-008,Bangalore,Diesel,96.32,95.05,1.27,9131,879497.92,83602.91,3,0,1,5,31,15.36070167,0,665,516,69536.71,19,5
01-09-2025,BLR-008,Bangalore,CNG,108.53,107.22,1.31,14957,1623283.21,142656.25,160,0,1,4,40,15.15497135,0,295,483,42437.38,16,5
30-09-2025,MUM-001,Mumbai,Petrol,97.47,96.94,0.53,6663,649442.61,48274.36,95,0,1,5,37,2.997956312,0,536,107,15758.97,24,1
30-09-2025,MUM-001,Mumbai,Diesel,104.24,103.49,0.75,6028,628358.72,50275.46,117,1,1,4,31,10.13132324,0,822,402,66276.79,15,10
30-09-2025,MUM-001,Mumbai,CNG,105.75,105.17,0.58,9996,1057077,106285.73,116,0,1,4,33,20.81642066,0,336,230,13511.25,15,10
29-09-2025,MUM-001,Mumbai,Petrol,106.29,104.99,1.3,14396,1530150.84,118948.55,50,0,1,4,36,6.049656338,0,641,428,75038.21,16,5
29-09-2025,MUM-001,Mumbai,Diesel,107.82,106.79,1.03,14114,1521771.48,88176.24,24,0,0,5,41,15.15492055,0,764,515,73276.38,20,6
29-09-2025,MUM-001,Mumbai,CNG,97.88,97.8,0.08,7567,740657.96,62594.51,139,0,1,3,42,8.93939384,0,354,236,32263.86,5,6
28-09-2025,MUM-001,Mumbai,Petrol,103.02,101.71,1.31,12879,1326794.58,141825.03,137,0,0,3,34,21.59083714,0,447,313,29094.89,26,0
28-09-2025,MUM-001,Mumbai,Diesel,96.94,96.15,0.79,5722,554690.68,54406.79,90,0,0,4,39,0.377851145,0,508,442,55807.32,29,5
28-09-2025,MUM-001,Mumbai,CNG,105.06,103.93,1.13,8049,845627.94,60354.84,47,0,1,5,43,15.82873371,0,332,411,54400.98,21,12
27-09-2025,MUM-001,Mumbai,Petrol,109.24,108.07,1.17,9666,1055913.84,98890.5,57,0,1,5,36,10.6273801,0,765,308,27553.82,26,4
27-09-2025,MUM-001,Mumbai,Diesel,105.45,105.2,0.25,5815,613191.75,50245.88,5,0,1,4,43,14.27718982,0,816,259,40769.05,25,13
27-09-2025,MUM-001,Mumbai,CNG,99.78,99.11,0.67,10287,1026436.86,71656.78,15,0,1,5,39,11.40584994,0,792,388,39287.63,14,9
26-09-2025,MUM-001,Mumbai,Petrol,95.3,94.2,1.1,10443,995217.9,81642.89,8,0,1,2,42,25.05919383,0,783,403,73587.67,27,11
26-09-2025,MUM-001,Mumbai,Diesel,108.77,107.55,1.22,8791,956197.07,74339.48,64,0,0,4,32,8.736699557,0,362,537,77093.34,21,13
26-09-2025,MUM-001,Mumbai,CNG,97.79,97.64,0.15,10415,1018482.85,96385.64,19,0,1,3,41,19.41210499,0,585,206,39841.01,25,7
25-09-2025,MUM-001,Mumbai,Petrol,102.75,101.65,1.1,11895,1222211.25,144989.7,164,1,0,3,31,1.182286059,0,998,270,35058.57,22,14
25-09-2025,MUM-001,Mumbai,Diesel,107.34,107.01,0.33,13713,1471953.42,139779.09,115,0,1,4,40,8.538307937,0,788,303,59642.35,6,4
25-09-2025,MUM-001,Mumbai,CNG,100.36,99.27,1.09,6081,610289.16,70390.1,156,0,1,4,40,19.02729273,0,503,166,10023.83,8,6
24-09-2025,MUM-001,Mumbai,Petrol,100.22,99.52,0.7,13379,1340843.38,77118.98,118,0,1,5,32,3.470256709,0,345,533,77618.03,6,4
24-09-2025,MUM-001,Mumbai,Diesel,107.4,107.24,0.16,10213,1096876.2,93782.99,177,0,1,5,30,20.72103118,0,802,335,17287.27,8,7
24-09-2025,MUM-001,Mumbai,CNG,102.34,101.87,0.47,14088,1441765.92,82422.32,1,0,1,3,35,21.39050507,0,485,109,8011.18,25,5
23-09-2025,MUM-001,Mumbai,Petrol,100.06,100.04,0.02,13140,1314788.4,152601.21,59,0,1,3,37,23.73012222,0,879,361,58066.42,21,5
23-09-2025,MUM-001,Mumbai,Diesel,98.94,98.38,0.56,11804,1167887.76,86444.82,119,0,1,5,36,23.63822762,0,260,524,87031.38,22,3
23-09-2025,MUM-001,Mumbai,CNG,102.4,102.09,0.31,9103,932147.2,92263.85,87,0,1,4,30,25.50802183,0,261,521,38958.27,28,6
22-09-2025,MUM-001,Mumbai,Petrol,101.35,100.93,0.42,6138,622086.3,48072.35,12,0,1,4,43,12.81397593,0,523,272,52628.09,9,1
22-09-2025,MUM-001,Mumbai,Diesel,96.59,95.59,1,14814,1430884.26,99144.49,2,1,1,5,31,23.75085298,0,495,301,19270.08,27,5
22-09-2025,MUM-001,Mumbai,CNG,97.43,96.81,0.62,9130,889535.9,77525.32,6,0,1,2,37,28.63204529,0,316,379,50938.86,14,4
21-09-2025,MUM-001,Mumbai,Petrol,97.93,96.97,0.96,6059,593357.87,40572.93,169,0,1,5,35,23.47954688,0,794,432,63689.7,26,4
21-09-2025,MUM-001,Mumbai,Diesel,101.37,101.16,0.21,11763,1192415.31,65359.34,70,0,1,2,30,2.239849339,0,212,102,11993.91,22,13
21-09-2025,MUM-001,Mumbai,CNG,98.85,98.83,0.02,7288,720418.8,41537.9,140,0,1,3,32,27.00704572,0,946,356,61002.44,5,6
20-09-2025,MUM-001,Mumbai,Petrol,98.23,97.16,1.07,12562,1233965.26,140441.63,141,0,0,2,43,10.57298195,0,729,185,33105.72,10,7
20-09-2025,MUM-001,Mumbai,Diesel,97.2,96.48,0.72,10125,984150,64024.83,35,0,1,5,43,3.979316234,0,972,555,39261.44,28,7
20-09-2025,MUM-001,Mumbai,CNG,98.07,97.79,0.28,10179,998254.53,81886.64,74,0,1,3,34,22.38764683,0,414,270,14243.41,7,13
19-09-2025,MUM-001,Mumbai,Petrol,106.52,105.88,0.64,10291,1096197.32,94533.32,79,0,1,3,44,19.27279719,0,531,264,38838.9,6,2
19-09-2025,MUM-001,Mumbai,Diesel,106.69,105.83,0.86,8275,882859.75,59438.91,61,1,0,2,34,27.75793925,0,851,218,41882.51,6,10
19-09-2025,MUM-001,Mumbai,CNG,98.22,97.27,0.95,7181,705317.82,72563.22,166,0,1,4,31,5.268793967,0,346,426,51003.9,12,13
18-09-2025,MUM-001,Mumbai,Petrol,109.93,109.33,0.6,14424,1585630.32,179840.99,136,0,1,5,31,23.05199787,0,226,555,69552.46,21,8
18-09-2025,MUM-001,Mumbai,Diesel,98.79,98.01,0.78,12711,1255719.69,86039.7,29,0,1,5,38,9.823216889,0,520,433,72062.34,28,3
18-09-2025,MUM-001,Mumbai,CNG,102,101.54,0.46,8273,843846,60197.37,134,0,1,4,38,3.393172695,0,783,323,53810.29,14,4
17-09-2025,MUM-001,Mumbai,Petrol,105.45,104.56,0.89,12746,1344065.7,114406.73,105,0,1,3,34,20.35551208,0,602,256,43198.98,22,9
17-09-2025,MUM-001,Mumbai,Diesel,103.05,101.89,1.16,12041,1240825.05,97596.03,102,0,1,3,34,1.500668007,0,599,588,93759.51,20,2
17-09-2025,MUM-001,Mumbai,CNG,106.81,106.2,0.61,14833,1584312.73,157982.97,75,0,1,2,36,17.73286142,0,270,556,108939.39,25,11
16-09-2025,MUM-001,Mumbai,Petrol,103.61,102.32,1.29,14637,1516539.57,168115.54,129,0,1,3,34,25.4710354,0,973,343,67484.85,11,8
16-09-2025,MUM-001,Mumbai,Diesel,104.66,104.16,0.5,8404,879562.64,61717.82,106,0,1,4,35,6.295940318,0,660,314,18439.7,15,0
16-09-2025,MUM-001,Mumbai,CNG,106.02,105.16,0.86,11247,1192406.94,106842.77,126,1,1,4,42,26.73847994,0,262,147,13875.18,16,13
15-09-2025,MUM-001,Mumbai,Petrol,109.86,108.66,1.2,9561,1050371.46,106163.63,15,1,1,3,41,25.86628922,0,208,274,33163.71,16,4
15-09-2025,MUM-001,Mumbai,Diesel,108.95,108.43,0.52,9664,1052892.8,52662.39,143,0,1,4,30,3.828695587,0,869,348,25221.55,18,5
15-09-2025,MUM-001,Mumbai,CNG,109.22,108.67,0.55,11158,1218676.76,97951.71,159,0,0,2,42,19.10826032,0,727,255,37504.17,5,8
14-09-2025,MUM-001,Mumbai,Petrol,106.65,106.18,0.47,10280,1096362,62726.07,127,0,1,4,44,23.60784318,0,279,138,23956.39,18,0
14-09-2025,MUM-001,Mumbai,Diesel,97.98,97.86,0.12,10399,1018894.02,98113.04,147,0,1,3,31,15.34309219,0,310,193,29125.06,19,9
14-09-2025,MUM-001,Mumbai,CNG,98.77,98.52,0.25,13915,1374384.55,99358.19,150,0,1,2,31,17.12068985,0,265,379,46908.3,25,12
13-09-2025,MUM-001,Mumbai,Petrol,104,103.73,0.27,7673,797992,43621.4,170,0,1,2,34,25.28851171,0,361,344,37463.76,27,2
13-09-2025,MUM-001,Mumbai,Diesel,100.31,99.41,0.9,9443,947227.33,76463.61,144,0,1,5,44,8.801690267,0,885,202,23746.61,21,9
13-09-2025,MUM-001,Mumbai,CNG,102.28,100.92,1.36,11928,1219995.84,134243.36,151,0,1,2,37,20.60815067,0,236,595,83948.55,23,14
12-09-2025,MUM-001,Mumbai,Petrol,99.76,98.35,1.41,12723,1269246.48,68257.39,56,0,1,5,43,9.979697995,0,594,219,11178.56,10,4
12-09-2025,MUM-001,Mumbai,Diesel,96.51,96.12,0.39,10767,1039123.17,120064.75,71,0,0,5,38,8.372554085,0,605,579,29413.7,21,10
